>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 14:33:01 +0200
xnode:	neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
uname:	Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
cpu:	Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
cpu/[0-23]/freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
cpu/[0-23]/idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
WARNING: cpu: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
disk/sda: ADATA SU800       rev 8BS  119,2G
nic/enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
nic/enp1s0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/enp1s0/coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
nic/enp1s0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/enp1s0: RX coalesce latency is max 20μs - that will add to networked request-reply latency
sw/python:          Python 2.7.12
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
sw/neo:             v1.8-1589-g7c21fb9
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	z6001
cluster:
Benchmarkpystone 1 116106 pystone/s	# POLL·0 C1·82 C1E·0 C3·20 C6·359
Benchmarkpystone 1 113708 pystone/s	# POLL·0 C1·61 C1E·1 C3·17 C6·327
Benchmarkpystone 1 113468 pystone/s	# POLL·0 C1·76 C1E·0 C3·21 C6·402
Benchmarkpystone 1 103554 pystone/s	# POLL·4 C1·85 C1E·4 C3·15 C6·338
Benchmarkpystone 1 113983 pystone/s	# POLL·2 C1·106 C1E·4 C3·10 C6·457
Benchmarkneo/py/sql-zwrk.go·2 5000	3341.6 req/s  598.511 latency-µs/object	# POLL·2 C1·7681 C1E·26166 C3·32619 C6·14325

# 3 clients in parallel
Benchmarkneo/py/sql-zwrk.go·3 5000	3829.8 req/s  783.323 latency-µs/object	# POLL·7 C1·14348 C1E·30265 C3·22123 C6·20631
Benchmarkneo/py/sql-zwrk.go·3 5000	3671.5 req/s  817.094 latency-µs/object	# POLL·3 C1·15624 C1E·19836 C3·29314 C6·14986
Benchmarkneo/py/sql-zwrk.go·3 5000	3237.5 req/s  926.647 latency-µs/object	# POLL·5 C1·4788 C1E·30303 C3·28668 C6·17576
Benchmarkneo/py/sql-zwrk.go·3 5000	3134.8 req/s  957.010 latency-µs/object	# POLL·2 C1·7015 C1E·30741 C3·21681 C6·23327
Benchmarkneo/py/sql-zwrk.go·3 5000	3657.8 req/s  820.172 latency-µs/object	# POLL·10 C1·10483 C1E·25319 C3·22043 C6·22352

# 4 clients in parallel
Benchmarkneo/py/sql-zwrk.go·4 5000	3505.7 req/s  1140.996 latency-µs/object	# POLL·12 C1·9414 C1E·29697 C3·28497 C6·15962
Benchmarkneo/py/sql-zwrk.go·4 5000	3435.6 req/s  1164.287 latency-µs/object	# POLL·4 C1·6048 C1E·32590 C3·26896 C6·17269
Benchmarkneo/py/sql-zwrk.go·4 5000	3672.3 req/s  1089.235 latency-µs/object	# POLL·6 C1·14590 C1E·19667 C3·27165 C6·19746
Benchmarkneo/py/sql-zwrk.go·4 5000	3693.2 req/s  1083.065 latency-µs/object	# POLL·9 C1·14797 C1E·20965 C3·19573 C6·25324
Benchmarkneo/py/sql-zwrk.go·4 5000	3508.8 req/s  1139.994 latency-µs/object	# POLL·6 C1·11117 C1E·24362 C3·27750 C6·17120

# 8 clients in parallel
Benchmarkneo/py/sql-zwrk.go·8 5000	3307.4 req/s  2418.800 latency-µs/object	# POLL·6 C1·6859 C1E·30679 C3·27007 C6·18520
Benchmarkneo/py/sql-zwrk.go·8 5000	3483.1 req/s  2296.814 latency-µs/object	# POLL·7 C1·13698 C1E·25111 C3·29405 C6·13994
Benchmarkneo/py/sql-zwrk.go·8 5000	3176.6 req/s  2518.398 latency-µs/object	# POLL·6 C1·8183 C1E·26920 C3·40006 C6·6218
Benchmarkneo/py/sql-zwrk.go·8 3000	2820.4 req/s  2836.476 latency-µs/object	# POLL·5 C1·5342 C1E·21473 C3·31157 C6·6237
Benchmarkneo/py/sql-zwrk.go·8 5000	3020.9 req/s  2648.185 latency-µs/object	# POLL·11 C1·8678 C1E·28991 C3·35759 C6·9821

# 12 clients in parallel
Benchmarkneo/py/sql-zwrk.go·12 5000	3049.1 req/s  3935.577 latency-µs/object	# POLL·14 C1·3945 C1E·36432 C3·34074 C6·9774
Benchmarkneo/py/sql-zwrk.go·12 5000	3731.4 req/s  3215.943 latency-µs/object	# POLL·9 C1·11294 C1E·29841 C3·36370 C6·6486
Benchmarkneo/py/sql-zwrk.go·12 5000	3304.1 req/s  3631.884 latency-µs/object	# POLL·12 C1·9764 C1E·26252 C3·35688 C6·10669
Benchmarkneo/py/sql-zwrk.go·12 5000	3394.7 req/s  3534.883 latency-µs/object	# POLL·9 C1·8831 C1E·29300 C3·36205 C6·8359
Benchmarkneo/py/sql-zwrk.go·12 5000	3616.3 req/s  3318.342 latency-µs/object	# POLL·11 C1·10503 C1E·26598 C3·35033 C6·9548

# 16 clients in parallel
Benchmarkneo/py/sql-zwrk.go·16 5000	3691.1 req/s  4334.746 latency-µs/object	# POLL·6 C1·14265 C1E·22825 C3·30464 C6·15415
Benchmarkneo/py/sql-zwrk.go·16 5000	3511.1 req/s  4556.940 latency-µs/object	# POLL·16 C1·9496 C1E·26574 C3·30968 C6·15329
Benchmarkneo/py/sql-zwrk.go·16 5000	3016.9 req/s  5303.402 latency-µs/object	# POLL·11 C1·4123 C1E·30377 C3·30208 C6·15424
Benchmarkneo/py/sql-zwrk.go·16 5000	3749.5 req/s  4267.231 latency-µs/object	# POLL·7 C1·14759 C1E·25792 C3·30466 C6·10449
Benchmarkneo/py/sql-zwrk.go·16 5000	3136.4 req/s  5101.333 latency-µs/object	# POLL·10 C1·11579 C1E·24680 C3·32280 C6·13873
2018-03-05 15:08:14.8091 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-03-05 15:08:16 140600239357312 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 20076 ...
Benchmarkneo/py(!log)/sql-zhash.py 3789 1372.5 µs/object	# crc32:a50b90dc  nread=4905351  t=5.202s	# POLL·0 C1·191 C1E·33 C3·23695 C6·12319
Benchmarkneo/py(!log)/sql-zhash.py 3789 894.2 µs/object	# crc32:a50b90dc  nread=4905351  t=3.389s	# POLL·2 C1·169 C1E·2672 C3·26979 C6·2328
Benchmarkneo/py(!log)/sql-zhash.py 3789 972.3 µs/object	# crc32:a50b90dc  nread=4905351  t=3.685s	# POLL·3 C1·213 C1E·2793 C3·21476 C6·8667
Benchmarkneo/py(!log)/sql-zhash.py 3789 780.4 µs/object	# crc32:a50b90dc  nread=4905351  t=2.958s	# POLL·2 C1·146 C1E·3817 C3·20688 C6·7305
Benchmarkneo/py(!log)/sql-zhash.py 3789 831.5 µs/object	# crc32:a50b90dc  nread=4905351  t=3.152s	# POLL·2 C1·225 C1E·3542 C3·25477 C6·3802

Benchmarkneo/py(!log)/sql-zhash.go 3789 427.0 µs/object	# crc32:a50b90dc  nread=4905351  t=1.618350264s	# POLL·4 C1·504 C1E·16968 C3·16488 C6·3468
Benchmarkneo/py(!log)/sql-zhash.go 3789 353.8 µs/object	# crc32:a50b90dc  nread=4905351  t=1.340934234s	# POLL·4 C1·5703 C1E·13403 C3·12990 C6·4716
Benchmarkneo/py(!log)/sql-zhash.go 3789 371.3 µs/object	# crc32:a50b90dc  nread=4905351  t=1.407251837s	# POLL·5 C1·3655 C1E·12338 C3·17081 C6·2881
Benchmarkneo/py(!log)/sql-zhash.go 3789 411.1 µs/object	# crc32:a50b90dc  nread=4905351  t=1.558175141s	# POLL·1 C1·184 C1E·17497 C3·18786 C6·1705
Benchmarkneo/py(!log)/sql-zhash.go 3789 368.1 µs/object	# crc32:a50b90dc  nread=4905351  t=1.395231079s	# POLL·3 C1·5231 C1E·11012 C3·13294 C6·6812
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 266.8 µs/object	# crc32:a50b90dc  nread=4905351  t=1.011328446s	# POLL·10 C1·5538 C1E·15314 C3·7819 C6·7599
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 266.6 µs/object	# crc32:a50b90dc  nread=4905351  t=1.010509067s	# POLL·9 C1·5024 C1E·14804 C3·11085 C6·5302
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 262.4 µs/object	# crc32:a50b90dc  nread=4905351  t=994.467897ms	# POLL·6 C1·5250 C1E·14662 C3·10395 C6·5593
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 257.4 µs/object	# crc32:a50b90dc  nread=4905351  t=975.400095ms	# POLL·8 C1·5981 C1E·16087 C3·6861 C6·8104
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 254.0 µs/object	# crc32:a50b90dc  nread=4905351  t=962.824073ms	# POLL·6 C1·6562 C1E·14862 C3·6861 C6·8268

# 1 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	2623.0 req/s  381.246 latency-µs/object	# POLL·4 C1·3086 C1E·26984 C3·21707 C6·15050
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2706.0 req/s  369.555 latency-µs/object	# POLL·5 C1·4093 C1E·38316 C3·23290 C6·20665
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	2475.9 req/s  403.886 latency-µs/object	# POLL·6 C1·3245 C1E·27196 C3·26557 C6·11606
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2734.0 req/s  365.767 latency-µs/object	# POLL·2 C1·4245 C1E·37041 C3·29415 C6·16790
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2627.9 req/s  380.536 latency-µs/object	# POLL·7 C1·5402 C1E·36371 C3·26763 C6·18087

# 2 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	3895.4 req/s  513.431 latency-µs/object	# POLL·11 C1·8739 C1E·29589 C3·22835 C6·18931
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	3574.7 req/s  559.480 latency-µs/object	# POLL·12 C1·13060 C1E·42207 C3·36826 C6·30187
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	3793.9 req/s  527.163 latency-µs/object	# POLL·7 C1·10242 C1E·28391 C3·27770 C6·13918
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	3644.3 req/s  548.795 latency-µs/object	# POLL·10 C1·4868 C1E·33904 C3·20811 C6·22468
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	4243.7 req/s  471.292 latency-µs/object	# POLL·11 C1·14418 C1E·27394 C3·22688 C6·19606

# 3 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	3453.2 req/s  868.760 latency-µs/object	# POLL·14 C1·15243 C1E·37142 C3·55531 C6·13428
Benchmarkneo/py(!log)/sql-zwrk.go·3 5000	3231.8 req/s  928.274 latency-µs/object	# POLL·4 C1·1261 C1E·33075 C3·34724 C6·10146
Benchmarkneo/py(!log)/sql-zwrk.go·3 5000	3379.0 req/s  887.848 latency-µs/object	# POLL·7 C1·6986 C1E·32857 C3·28415 C6·13971
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	4022.8 req/s  745.751 latency-µs/object	# POLL·7 C1·20479 C1E·43511 C3·37674 C6·26313
Benchmarkneo/py(!log)/sql-zwrk.go·3 5000	4106.6 req/s  730.530 latency-µs/object	# POLL·2 C1·10227 C1E·25177 C3·33244 C6·14679

# 4 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·4 5000	3383.2 req/s  1182.327 latency-µs/object	# POLL·7 C1·5420 C1E·36864 C3·31866 C6·10157
Benchmarkneo/py(!log)/sql-zwrk.go·4 5000	4063.4 req/s  984.407 latency-µs/object	# POLL·9 C1·8720 C1E·32677 C3·32179 C6·10500
Benchmarkneo/py(!log)/sql-zwrk.go·4 5000	3569.3 req/s  1120.654 latency-µs/object	# POLL·7 C1·9483 C1E·28268 C3·30322 C6·12430
Benchmarkneo/py(!log)/sql-zwrk.go·4 5000	4268.9 req/s  937.013 latency-µs/object	# POLL·3 C1·17202 C1E·27636 C3·24214 C6·14825
Benchmarkneo/py(!log)/sql-zwrk.go·4 5000	3365.8 req/s  1188.422 latency-µs/object	# POLL·5 C1·2021 C1E·36584 C3·26123 C6·17739

# 8 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·8 5000	4251.7 req/s  1881.600 latency-µs/object	# POLL·11 C1·11726 C1E·28114 C3·29206 C6·14614
Benchmarkneo/py(!log)/sql-zwrk.go·8 5000	4150.4 req/s  1927.527 latency-µs/object	# POLL·6 C1·9494 C1E·31389 C3·28604 C6·12644
Benchmarkneo/py(!log)/sql-zwrk.go·8 5000	4095.4 req/s  1953.411 latency-µs/object	# POLL·4 C1·10012 C1E·29007 C3·27706 C6·15015
Benchmarkneo/py(!log)/sql-zwrk.go·8 5000	3852.3 req/s  2076.708 latency-µs/object	# POLL·9 C1·6937 C1E·32498 C3·24912 C6·16868
Benchmarkneo/py(!log)/sql-zwrk.go·8 5000	4241.5 req/s  1886.129 latency-µs/object	# POLL·6 C1·17743 C1E·28782 C3·25641 C6·12922

# 12 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·12 5000	4217.8 req/s  2845.097 latency-µs/object	# POLL·7 C1·13680 C1E·35144 C3·17805 C6·21898
Benchmarkneo/py(!log)/sql-zwrk.go·12 5000	3525.3 req/s  3403.917 latency-µs/object	# POLL·8 C1·5035 C1E·35278 C3·31959 C6·11146
Benchmarkneo/py(!log)/sql-zwrk.go·12 5000	3975.8 req/s  3018.233 latency-µs/object	# POLL·9 C1·9175 C1E·29669 C3·23770 C6·18661
Benchmarkneo/py(!log)/sql-zwrk.go·12 5000	3847.6 req/s  3118.821 latency-µs/object	# POLL·12 C1·10994 C1E·27621 C3·31230 C6·11303
Benchmarkneo/py(!log)/sql-zwrk.go·12 5000	3893.2 req/s  3082.288 latency-µs/object	# POLL·9 C1·7631 C1E·32998 C3·28712 C6·15155

# 16 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·16 5000	3740.0 req/s  4278.091 latency-µs/object	# POLL·12 C1·9654 C1E·33616 C3·31495 C6·10965
Benchmarkneo/py(!log)/sql-zwrk.go·16 5000	3539.9 req/s  4519.895 latency-µs/object	# POLL·4 C1·8477 C1E·32328 C3·26080 C6·16030
Benchmarkneo/py(!log)/sql-zwrk.go·16 5000	3402.9 req/s  4701.913 latency-µs/object	# POLL·12 C1·4033 C1E·36234 C3·36151 C6·8152
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	3917.2 req/s  4084.507 latency-µs/object	# POLL·14 C1·15428 C1E·48810 C3·35054 C6·25808
Benchmarkneo/py(!log)/sql-zwrk.go·16 5000	3424.5 req/s  4672.157 latency-µs/object	# POLL·11 C1·8609 C1E·29472 C3·27154 C6·20173
2018-03-05 15:10:50.5060 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
Connection to None lost
Benchmarkneo/go/fs1-zhash.py 3789 545.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.067s
# POLL·5 C1·223 C1E·4379 C3·18644 C6·5488
Benchmarkneo/go/fs1-zhash.py 3789 488.2 µs/object	# crc32:a50b90dc  nread=4905351  t=1.850s	# POLL·8 C1·726 C1E·5260 C3·14293 C6·8838
Benchmarkneo/go/fs1-zhash.py 3789 434.7 µs/object	# crc32:a50b90dc  nread=4905351  t=1.648s	# POLL·2 C1·14062 C1E·5755 C3·17264 C6·3934
Benchmarkneo/go/fs1-zhash.py 3789 551.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.089s	# POLL·2 C1·347 C1E·4643 C3·17179 C6·7260
Benchmarkneo/go/fs1-zhash.py 3789 557.8 µs/object	# crc32:a50b90dc  nread=4905351  t=2.114s	# POLL·4 C1·188 C1E·4567 C3·19157 C6·5225

Benchmarkneo/go/fs1-zhash.go 3789 77.1 µs/object	# crc32:a50b90dc  nread=4905351  t=292.239852ms	# POLL·16 C1·6716 C1E·23356 C3·596 C6·1234
Benchmarkneo/go/fs1-zhash.go 3789 80.6 µs/object	# crc32:a50b90dc  nread=4905351  t=305.467614ms	# POLL·10 C1·6380 C1E·23848 C3·829 C6·1352
Benchmarkneo/go/fs1-zhash.go 3789 84.2 µs/object	# crc32:a50b90dc  nread=4905351  t=318.997453ms	# POLL·8 C1·5562 C1E·25118 C3·990 C6·1063
Benchmarkneo/go/fs1-zhash.go 3789 83.8 µs/object	# crc32:a50b90dc  nread=4905351  t=317.471012ms	# POLL·9 C1·5607 C1E·24662 C3·936 C6·1662
Benchmarkneo/go/fs1-zhash.go 3789 86.7 µs/object	# crc32:a50b90dc  nread=4905351  t=328.511875ms	# POLL·7 C1·5591 C1E·25380 C3·1744 C6·1140
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 24.8 µs/object	# crc32:a50b90dc  nread=4905351  t=94.164324ms	# POLL·43 C1·7212 C1E·6211 C3·830 C6·466
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 24.0 µs/object	# crc32:a50b90dc  nread=4905351  t=90.891297ms	# POLL·79 C1·6851 C1E·5690 C3·819 C6·452
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 23.9 µs/object	# crc32:a50b90dc  nread=4905351  t=90.420789ms	# POLL·41 C1·6882 C1E·5074 C3·898 C6·436
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 23.8 µs/object	# crc32:a50b90dc  nread=4905351  t=90.235438ms	# POLL·72 C1·6793 C1E·5616 C3·985 C6·391
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 24.3 µs/object	# crc32:a50b90dc  nread=4905351  t=92.005508ms	# POLL·88 C1·7086 C1E·5854 C3·988 C6·380

# 1 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·1 20000	13050.7 req/s  76.624 latency-µs/object	# POLL·39 C1·62778 C1E·203521 C3·4320 C6·8607
Benchmarkneo/go/fs1-zwrk.go·1 20000	13707.0 req/s  72.955 latency-µs/object	# POLL·40 C1·67335 C1E·196698 C3·6664 C6·6473
Benchmarkneo/go/fs1-zwrk.go·1 20000	13461.4 req/s  74.286 latency-µs/object	# POLL·55 C1·64930 C1E·200878 C3·5991 C6·7733
Benchmarkneo/go/fs1-zwrk.go·1 20000	13108.3 req/s  76.288 latency-µs/object	# POLL·50 C1·64699 C1E·201116 C3·4913 C6·9763
Benchmarkneo/go/fs1-zwrk.go·1 20000	13824.1 req/s  72.337 latency-µs/object	# POLL·55 C1·66181 C1E·197137 C3·6709 C6·6950

# 2 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·2 50000	28017.5 req/s  71.384 latency-µs/object	# POLL·130 C1·82382 C1E·149237 C3·7446 C6·9216
Benchmarkneo/go/fs1-zwrk.go·2 50000	28044.1 req/s  71.316 latency-µs/object	# POLL·136 C1·84664 C1E·146477 C3·6377 C6·8741
Benchmarkneo/go/fs1-zwrk.go·2 50000	28176.2 req/s  70.982 latency-µs/object	# POLL·118 C1·82518 C1E·141412 C3·7537 C6·7919
E0305 15:11:31.386550   23280 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:59192: 192.168.0.16:5554 - 192.168.0.16:59192: accept: node link is not listening for incoming connections
Benchmarkneo/go/fs1-zwrk.go·2 50000	27920.4 req/s  71.632 latency-µs/object	# POLL·106 C1·82270 C1E·153424 C3·5709 C6·10111
Benchmarkneo/go/fs1-zwrk.go·2 50000	27977.8 req/s  71.485 latency-µs/object	# POLL·125 C1·82986 C1E·145755 C3·8019 C6·8091

# 3 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·3 50000	39962.3 req/s  75.071 latency-µs/object	# POLL·131 C1·52894 C1E·126874 C3·5447 C6·6840
Benchmarkneo/go/fs1-zwrk.go·3 50000	39894.9 req/s  75.198 latency-µs/object	# POLL·128 C1·52095 C1E·126471 C3·6991 C6·6018
Benchmarkneo/go/fs1-zwrk.go·3 50000	39943.4 req/s  75.106 latency-µs/object	# POLL·170 C1·52615 C1E·129069 C3·5337 C6·6949
Benchmarkneo/go/fs1-zwrk.go·3 50000	40082.9 req/s  74.845 latency-µs/object	# POLL·150 C1·53916 C1E·125581 C3·6429 C6·5316
Benchmarkneo/go/fs1-zwrk.go·3 50000	40064.1 req/s  74.880 latency-µs/object	# POLL·146 C1·53028 C1E·127028 C3·5037 C6·7378

# 4 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·4 100000	52924.1 req/s  75.580 latency-µs/object	# POLL·354 C1·62463 C1E·208229 C3·10182 C6·6815
Benchmarkneo/go/fs1-zwrk.go·4 100000	52744.8 req/s  75.837 latency-µs/object	# POLL·377 C1·62813 C1E·207210 C3·9887 C6·7341
Benchmarkneo/go/fs1-zwrk.go·4 100000	52554.6 req/s  76.111 latency-µs/object	# POLL·339 C1·63192 C1E·207667 C3·7759 C6·9376
Benchmarkneo/go/fs1-zwrk.go·4 100000	52943.9 req/s  75.552 latency-µs/object	# POLL·338 C1·63721 C1E·205895 C3·9868 C6·6783
Benchmarkneo/go/fs1-zwrk.go·4 100000	52708.8 req/s  75.889 latency-µs/object	# POLL·310 C1·63087 C1E·206549 C3·8254 C6·8861

# 8 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·8 200000	90341.5 req/s  88.553 latency-µs/object	# POLL·8406 C1·168235 C1E·330694 C3·6024 C6·4126
Benchmarkneo/go/fs1-zwrk.go·8 200000	90717.2 req/s  88.186 latency-µs/object	# POLL·8571 C1·169355 C1E·328228 C3·5449 C6·3708
Benchmarkneo/go/fs1-zwrk.go·8 200000	90939.7 req/s  87.970 latency-µs/object	# POLL·8453 C1·168084 C1E·328885 C3·5681 C6·3333
Benchmarkneo/go/fs1-zwrk.go·8 100000	90598.8 req/s  88.301 latency-µs/object	# POLL·4544 C1·90135 C1E·184851 C3·4422 C6·2292
Benchmarkneo/go/fs1-zwrk.go·8 200000	90685.7 req/s  88.217 latency-µs/object	# POLL·8676 C1·167543 C1E·332401 C3·6095 C6·3306

# 12 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·12 100000	95327.0 req/s  125.882 latency-µs/object	# POLL·9352 C1·128754 C1E·89998 C3·2628 C6·2018
Benchmarkneo/go/fs1-zwrk.go·12 100000	96528.1 req/s  124.316 latency-µs/object	# POLL·9138 C1·128584 C1E·87113 C3·2455 C6·2267
Benchmarkneo/go/fs1-zwrk.go·12 100000	96687.0 req/s  124.112 latency-µs/object	# POLL·9137 C1·128695 C1E·87621 C3·2366 C6·2315
Benchmarkneo/go/fs1-zwrk.go·12 100000	96645.8 req/s  124.165 latency-µs/object	# POLL·9084 C1·129168 C1E·86489 C3·2950 C6·1495
Benchmarkneo/go/fs1-zwrk.go·12 200000	96844.8 req/s  123.910 latency-µs/object	# POLL·17602 C1·238685 C1E·141320 C3·3302 C6·2328

# 16 clients in parallel
E0305 15:12:30.618304   23280 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:59880: 192.168.0.16:5554 - 192.168.0.16:59880: accept: node link is not listening for incoming connections
Benchmarkneo/go/fs1-zwrk.go·16 100000	90525.6 req/s  176.745 latency-µs/object	# POLL·8477 C1·108798 C1E·70307 C3·3840 C6·2751
Benchmarkneo/go/fs1-zwrk.go·16 200000	89518.9 req/s  178.733 latency-µs/object	# POLL·16338 C1·204455 C1E·110446 C3·5652 C6·2431
Benchmarkneo/go/fs1-zwrk.go·16 100000	91879.8 req/s  174.141 latency-µs/object	# POLL·8791 C1·114256 C1E·69798 C3·3309 C6·2524
Benchmarkneo/go/fs1-zwrk.go·16 100000	91410.8 req/s  175.034 latency-µs/object	# POLL·8882 C1·112907 C1E·70910 C3·3782 C6·2296
Benchmarkneo/go/fs1-zwrk.go·16 100000	92746.7 req/s  172.513 latency-µs/object	# POLL·8629 C1·110458 C1E·70628 C3·4453 C6·1763
2018/03/05 15:12:43 accept tcp 192.168.0.16:5554: use of closed network connection
2018-03-05 15:12:43.0304 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1 (sha1 disabled on: storage, client)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 69.0 µs/object	# crc32:a50b90dc  nread=4905351  t=261.385255ms
# POLL·11 C1·8247 C1E·21446 C3·439 C6·1055
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 69.7 µs/object	# crc32:a50b90dc  nread=4905351  t=264.266911ms
# POLL·7 C1·9233 C1E·20359 C3·491 C6·1231
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 70.2 µs/object	# crc32:a50b90dc  nread=4905351  t=266.167094ms
# POLL·13 C1·8582 C1E·20517 C3·449 C6·1230
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 71.3 µs/object	# crc32:a50b90dc  nread=4905351  t=270.114731ms
# POLL·9 C1·8360 C1E·21306 C3·422 C6·1294
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 71.7 µs/object	# crc32:a50b90dc  nread=4905351  t=271.878112ms
# POLL·10 C1·8092 C1E·21502 C3·492 C6·955
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 21.2 µs/object	# crc32:a50b90dc  nread=4905351  t=80.24247ms
# POLL·66 C1·7934 C1E·4444 C3·798 C6·602
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 20.5 µs/object	# crc32:a50b90dc  nread=4905351  t=77.855142ms
# POLL·60 C1·8056 C1E·4201 C3·615 C6·645
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 20.7 µs/object	# crc32:a50b90dc  nread=4905351  t=78.487854ms
# POLL·69 C1·7777 C1E·4689 C3·731 C6·639
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 21.3 µs/object	# crc32:a50b90dc  nread=4905351  t=80.667903ms
# POLL·60 C1·7891 C1E·4561 C3·706 C6·638
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 21.0 µs/object	# crc32:a50b90dc  nread=4905351  t=79.516943ms
# POLL·59 C1·7678 C1E·4043 C3·803 C6·667

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·1 20000	15652.0 req/s  63.890 latency-µs/object
# POLL·43 C1·89373 C1E·172420 C3·5189 C6·4215
