>>> bench-local
# Thu, 22 Feb 2018 16:29:54 +0300
# neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
# Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
# cpu: Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
# cpu[0-7]: freq: intel_pstate/performance [1.60GHz - 3.90GHz]
# cpu[0-7]: idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
# cpu: WARNING: frequency not fixed - benchmark timings won't be stable
# cpu: WARNING: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
# sda: Samsung SSD 840   rev BB0Q 931.5G
# eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth0: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth0: coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
# eth0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth0: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# eth0: WARNING: RX coalesce latency is max 200μs - that will add to networked request-reply latency
# eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth1: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth1: coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
# eth1: down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth1: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# Python 2.7.14+
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
# neo             : v1.8-1552-g4bcbc04d
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkrio/pystone 1 175562 pystone/s	# POLL·0 C1·9 C1E·7 C3·7 C6·149
Benchmarkrio/pystone 1 185401 pystone/s	# POLL·0 C1·33 C1E·3 C3·6 C6·162
Benchmarkrio/pystone 1 176984 pystone/s	# POLL·0 C1·5 C1E·10 C3·2 C6·178
Benchmarkrio/pystone 1 179955 pystone/s	# POLL·0 C1·8 C1E·6 C3·3 C6·164
Benchmarkrio/pystone 1 182050 pystone/s	# POLL·0 C1·29 C1E·4 C3·4 C6·146
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2467.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=5.251s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2465.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=5.246s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2469.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=5.254s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2453.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=5.220s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2465.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=5.247s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2471.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=5.259s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2450.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=5.215s
# POLL·9 C1·388143 C1E·144139 C3·9500 C6·4097

Benchmarkrio/neo/py(!log)/sql/zhash.go 1 166.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=353.480021ms	# POLL·0 C1·10855 C1E·12758 C3·1297 C6·311
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 150.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=320.140024ms	# POLL·1 C1·11600 C1E·13578 C3·492 C6·206
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 152.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=324.878491ms	# POLL·0 C1·11412 C1E·13097 C3·931 C6·202
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 153.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=326.114645ms	# POLL·1 C1·11705 C1E·12918 C3·158 C6·1118
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 153.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=326.058151ms	# POLL·3 C1·12445 C1E·13209 C3·68 C6·151
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 137.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=293.458598ms	# POLL·3 C1·9357 C1E·14897 C3·668 C6·397
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 137.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=293.055654ms	# POLL·9 C1·9854 C1E·14909 C3·150 C6·533
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 133.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=283.78874ms	# POLL·4 C1·9847 C1E·14587 C3·288 C6·288
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 141.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=299.946485ms	# POLL·5 C1·9312 C1E·15195 C3·332 C6·487
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 133.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=284.261337ms	# POLL·3 C1·9331 C1E·15081 C3·100 C6·705

# 16 clients in parallel
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1978.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.21015795s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1980.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.213614736s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1983.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.219999022s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1983.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.22180433s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1984.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.222101852s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1984.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.222489889s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1984.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.223510857s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1984.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.22265726s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1984.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.222936022s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1984.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.223489748s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1984.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.223732917s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1985.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.224424924s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1985.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.224521864s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2092.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.453545918s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2093.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.454097283s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2092.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=4.453725143s
# POLL·147 C1·137540 C1E·193424 C3·14434 C6·17031
2018-02-22 16:35:42.6835 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
unexpected packet: Retry Later in PrimaryBootstrapHandler
Connection to None lost
Benchmarkrio/neo/go/fs1/zhash.py 1 191.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.406s
# POLL·1 C1·15936 C1E·10897 C3·849 C6·2332
Benchmarkrio/neo/go/fs1/zhash.py 1 198.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.422s	# POLL·2 C1·14914 C1E·10161 C3·329 C6·3547
Benchmarkrio/neo/go/fs1/zhash.py 1 189.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.403s	# POLL·4 C1·19202 C1E·9517 C3·443 C6·3075
Benchmarkrio/neo/go/fs1/zhash.py 1 184.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.392s	# POLL·4 C1·19396 C1E·12854 C3·629 C6·794
Benchmarkrio/neo/go/fs1/zhash.py 1 186.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.398s	# POLL·1 C1·18901 C1E·9855 C3·443 C6·2878

# 16 clients in parallel
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 760.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.618s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 723.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.540s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 750.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.596s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 757.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.611s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 756.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.610s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 742.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.580s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 737.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.569s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 811.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.727s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 774.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.648s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 777.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.655s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 742.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.579s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 743.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.582s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 738.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.571s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 784.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.669s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 756.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.610s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 731.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.557s
# POLL·62 C1·22974 C1E·796 C3·47 C6·126

Benchmarkrio/neo/go/fs1/zhash.go 1 59.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=126.349371ms	# POLL·3 C1·1306 C1E·14400 C3·160 C6·89
Benchmarkrio/neo/go/fs1/zhash.go 1 56.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=120.326037ms	# POLL·5 C1·1511 C1E·14001 C3·42 C6·75
Benchmarkrio/neo/go/fs1/zhash.go 1 58.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=123.354964ms	# POLL·3 C1·1515 C1E·13997 C3·38 C6·278
Benchmarkrio/neo/go/fs1/zhash.go 1 58.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=123.522266ms	# POLL·5 C1·1554 C1E·13886 C3·25 C6·344
Benchmarkrio/neo/go/fs1/zhash.go 1 57.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=123.218537ms	# POLL·1 C1·1238 C1E·14142 C3·193 C6·226
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 24.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=51.957879ms	# POLL·27 C1·4844 C1E·2132 C3·35 C6·112
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 25.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=55.081366ms	# POLL·16 C1·4208 C1E·2466 C3·57 C6·98
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 24.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=51.882646ms	# POLL·18 C1·4140 C1E·2075 C3·39 C6·135
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 24.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=51.320565ms	# POLL·11 C1·4007 C1E·2220 C3·31 C6·108
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 25.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=54.689417ms	# POLL·24 C1·4434 C1E·2350 C3·49 C6·101

# 16 clients in parallel
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 186.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=397.674684ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 188.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=400.596599ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 186.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=396.863675ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 187.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=398.168043ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 188.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=400.604219ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 191.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=407.891685ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 190.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=406.251253ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 191.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=407.660428ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 193.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=412.0443ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 192.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=410.405266ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 195.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=415.929039ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 194.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=414.020184ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 83.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=177.082815ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 82.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=175.878104ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 82.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=176.298423ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 83.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=176.593599ms
# POLL·397 C1·40387 C1E·1388 C3·52 C6·282
2018/02/22 16:35:55 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:35:55.1870 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1 (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 37.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=80.556368ms
# POLL·6 C1·7723 C1E·4943 C3·42 C6·442
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 38.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=80.901043ms
# POLL·10 C1·8895 C1E·4475 C3·62 C6·138
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 37.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=78.876081ms
# POLL·2 C1·8671 C1E·4438 C3·45 C6·135
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 36.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=78.124277ms
# POLL·4 C1·8649 C1E·4140 C3·84 C6·141
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 36.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=78.41365ms
# POLL·3 C1·8205 C1E·3930 C3·117 C6·146
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 16.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=35.347333ms
# POLL·22 C1·5309 C1E·763 C3·27 C6·92
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 16.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=34.477748ms
# POLL·24 C1·4777 C1E·1018 C3·41 C6·90
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 16.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=34.091604ms
# POLL·17 C1·4422 C1E·985 C3·32 C6·89
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 16.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=34.580812ms
# POLL·18 C1·4614 C1E·867 C3·34 C6·122
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 16.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=34.802553ms
# POLL·18 C1·4195 C1E·1077 C3·41 C6·91

# 16 clients in parallel
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 135.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=288.976913ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 134.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=286.52899ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 135.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=288.921915ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 135.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=289.197482ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 137.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=293.557403ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 136.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=289.909798ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 137.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=293.423163ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 137.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=293.274904ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 138.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=295.40839ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 140.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=298.839233ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 140.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=298.813155ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 141.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=301.719072ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 58.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=123.69187ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 57.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=123.080151ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 58.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=124.28421ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 58.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=124.374873ms
# POLL·421 C1·31024 C1E·813 C3·73 C6·252
2018/02/22 16:35:58 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:35:58.4633 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite
Connection to None lost
Benchmarkrio/neo/go/sqlite/zhash.py 1 231.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.493s
# POLL·1 C1·18198 C1E·7836 C3·1216 C6·6204
Benchmarkrio/neo/go/sqlite/zhash.py 1 231.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.492s	# POLL·1 C1·17875 C1E·10468 C3·2611 C6·2189
Benchmarkrio/neo/go/sqlite/zhash.py 1 227.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.483s	# POLL·3 C1·18020 C1E·8372 C3·1465 C6·4758
Benchmarkrio/neo/go/sqlite/zhash.py 1 234.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.500s	# POLL·0 C1·16831 C1E·10412 C3·1502 C6·2961
Benchmarkrio/neo/go/sqlite/zhash.py 1 226.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=0.481s	# POLL·2 C1·18530 C1E·8402 C3·1691 C6·3708

# 16 clients in parallel
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 895.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.906s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 903.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.923s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 952.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=2.026s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 932.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.985s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 974.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=2.073s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 920.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.959s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 935.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.992s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 931.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.982s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 987.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=2.102s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 943.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=2.009s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 919.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.957s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 924.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.967s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 924.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=1.968s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 947.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=2.017s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 950.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=2.022s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 943.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=2.008s
# POLL·78 C1·36028 C1E·1744 C3·90 C6·128

Benchmarkrio/neo/go/sqlite/zhash.go 1 87.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=187.07089ms	# POLL·4 C1·4568 C1E·14728 C3·62 C6·2075
Benchmarkrio/neo/go/sqlite/zhash.go 1 89.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=191.065403ms	# POLL·1 C1·3766 C1E·16102 C3·95 C6·1383
Benchmarkrio/neo/go/sqlite/zhash.go 1 87.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=186.303889ms	# POLL·4 C1·4402 C1E·14965 C3·694 C6·1115
Benchmarkrio/neo/go/sqlite/zhash.go 1 87.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=187.121329ms	# POLL·1 C1·4394 C1E·15957 C3·61 C6·990
Benchmarkrio/neo/go/sqlite/zhash.go 1 89.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=189.659893ms	# POLL·1 C1·4160 C1E·15536 C3·65 C6·1743
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 34.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=72.81284ms	# POLL·31 C1·4401 C1E·3037 C3·44 C6·110
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 33.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=71.346786ms	# POLL·19 C1·3946 C1E·2514 C3·42 C6·130
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 35.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=74.490879ms	# POLL·24 C1·3626 C1E·2928 C3·62 C6·130
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 31.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=66.339852ms	# POLL·33 C1·4594 C1E·2289 C3·40 C6·84
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 34.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=72.468824ms	# POLL·19 C1·3583 C1E·2809 C3·53 C6·128

# 16 clients in parallel
