>>> bench-cluster neotest@rio:1

*** neotest: node: (server)
date:	Mon, 05 Mar 2018 15:16:47 +0300
xnode:	kirr@deco.navytux.spb.ru (2401:5180:0:37::1 192.168.0.2)
uname:	Linux deco 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
cpu/[0-3]/freq: intel_pstate/performance [2.60GHz - 2.60GHz]
cpu/[0-3]/idle: intel_idle/menu: POLL(0μs) C1(2μs) C1E(10μs) C3(70μs) C6(85μs) C7s(124μs) C8(200μs) C9(480μs) C10(890μs)
WARNING: cpu: C-state exit-latency is max 890μs - up to that can add to networked and IPC request-reply latency
disk/sda: SanDisk X400 M.2  rev 0012  477G
nic/eth0: Intel Corporation Ethernet Connection I219-LM rev 21
nic/eth0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple rxhash ...
nic/eth0/coalesce: rxc: 3μs/0f/0μs-irq/0f-irq,  txc: 0μs/0f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
nic/wlan0: Intel Corporation Wireless 8260 rev 3a
nic/wlan0/features: !rx !tx sg !tso !ufo gso gro !lro !rxvlan !txvlan !ntuple !rxhash ...
nic/wlan0/coalesce: rxc: ?,  txc: ?
nic/wlan0/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/wlan0: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8.1-1580-g7c21fb98-dirty
sw/zodb:            5.3.0-12-g2115c90aa
sw/zeo:             5.1.1-7-gf9e4442d
sw/mysqlclient:     1.3.12
sw/wendelin.core:   v0.11-15-gf785ac0

*** neotest: node: (client)
date:	Mon, 05 Mar 2018 15:16:48 +0300
xnode:	neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
uname:	Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
cpu/[0-7]/freq: intel_pstate/performance [3.10GHz - 3.10GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
WARNING: cpu: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
disk/sda: Samsung SSD 840   rev BB0Q 931.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
nic/eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth1/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth1/coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
nic/eth1/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth1: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1589-g7c21fb98
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** server cpu:
node:	deco
cluster:
Benchmarkpystone 1 218123 pystone/s	# POLL·0 C1·0 C1E·3 C3·13 C6·48 C7s·0 C8·60 C9·0 C10·8
Benchmarkpystone 1 215387 pystone/s	# POLL·0 C1·0 C1E·8 C3·15 C6·37 C7s·0 C8·71 C9·0 C10·5
Benchmarkpystone 1 218805 pystone/s	# POLL·0 C1·0 C1E·3 C3·10 C6·41 C7s·0 C8·64 C9·0 C10·5
Benchmarkpystone 1 213975 pystone/s	# POLL·1 C1·0 C1E·5 C3·20 C6·38 C7s·0 C8·72 C9·0 C10·3
Benchmarkpystone 1 212759 pystone/s	# POLL·0 C1·1 C1E·6 C3·16 C6·42 C7s·0 C8·71 C9·0 C10·2
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8995.3 req/s  889.349 latency-µs/object	# POLL·0 C1·269 C1E·35916 C3·11605 C6·12796
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	9005.4 req/s  888.354 latency-µs/object	# POLL·2 C1·252 C1E·36483 C3·11420 C6·11942
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8964.3 req/s  892.429 latency-µs/object	# POLL·2 C1·350 C1E·35805 C3·11166 C6·13701
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	9022.4 req/s  886.678 latency-µs/object	# POLL·1 C1·293 C1E·37682 C3·11235 C6·12398
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	9027.4 req/s  886.194 latency-µs/object	# POLL·2 C1·284 C1E·36032 C3·11921 C6·12394

# 12 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	9011.3 req/s  1331.661 latency-µs/object	# POLL·3 C1·313 C1E·38135 C3·11628 C6·11707
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8968.9 req/s  1337.954 latency-µs/object	# POLL·0 C1·301 C1E·36697 C3·11362 C6·12472
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	9021.5 req/s  1330.155 latency-µs/object	# POLL·6 C1·381 C1E·37818 C3·10810 C6·12354
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8945.7 req/s  1341.423 latency-µs/object	# POLL·4 C1·372 C1E·37420 C3·12219 C6·12322
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8891.4 req/s  1349.616 latency-µs/object	# POLL·3 C1·392 C1E·36812 C3·11459 C6·12964

# 16 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	9026.3 req/s  1772.598 latency-µs/object	# POLL·3 C1·387 C1E·36015 C3·12751 C6·10926
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	9022.9 req/s  1773.257 latency-µs/object	# POLL·7 C1·421 C1E·37181 C3·12022 C6·12308
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	9037.0 req/s  1770.495 latency-µs/object	# POLL·1 C1·369 C1E·37754 C3·12042 C6·12361
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	9139.0 req/s  1750.731 latency-µs/object	# POLL·9 C1·320 C1E·35830 C3·12374 C6·11636
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8982.6 req/s  1781.230 latency-µs/object	# POLL·3 C1·434 C1E·37035 C3·11520 C6·11897
2018-03-05 16:01:39.1366 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql
2018-03-05 16:01:39 140665190492160 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 5547 ...
Connection to None lost
Benchmarkneo/py/sql-zhash.py 3789 1101.1 µs/object	# crc32:a50b90dc  nread=4905351  t=4.173s
# POLL·0 C1·11009 C1E·3425 C3·7444 C6·6574
Benchmarkneo/py/sql-zhash.py 3789 732.8 µs/object	# crc32:a50b90dc  nread=4905351  t=2.777s	# POLL·0 C1·41916 C1E·4651 C3·1222 C6·5339
Benchmarkneo/py/sql-zhash.py 3789 833.7 µs/object	# crc32:a50b90dc  nread=4905351  t=3.160s	# POLL·0 C1·149 C1E·13130 C3·4853 C6·4516
Benchmarkneo/py/sql-zhash.py 3789 780.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.959s	# POLL·2 C1·358 C1E·17030 C3·3171 C6·4564
Benchmarkneo/py/sql-zhash.py 3789 789.1 µs/object	# crc32:a50b90dc  nread=4905351  t=2.991s	# POLL·0 C1·195 C1E·16988 C3·3272 C6·4590

Benchmarkneo/py/sql-zhash.go 3789 698.5 µs/object	# crc32:a50b90dc  nread=4905351  t=2.647221829s	# POLL·1 C1·74 C1E·4984 C3·5664 C6·10070
Benchmarkneo/py/sql-zhash.go 3789 587.1 µs/object	# crc32:a50b90dc  nread=4905351  t=2.224920916s	# POLL·1 C1·61 C1E·5941 C3·7009 C6·7707
Benchmarkneo/py/sql-zhash.go 3789 532.2 µs/object	# crc32:a50b90dc  nread=4905351  t=2.016985801s	# POLL·1 C1·69 C1E·7973 C3·6337 C6·8396
Benchmarkneo/py/sql-zhash.go 3789 566.7 µs/object	# crc32:a50b90dc  nread=4905351  t=2.147685976s	# POLL·2 C1·75 C1E·6645 C3·6512 C6·8116
Benchmarkneo/py/sql-zhash.go 3789 559.2 µs/object	# crc32:a50b90dc  nread=4905351  t=2.119328126s	# POLL·0 C1·41 C1E·5915 C3·6379 C6·8921
Benchmarkneo/py/sql-zhash.go+prefetch128 3789 186.3 µs/object	# crc32:a50b90dc  nread=4905351  t=706.214936ms	# POLL·3 C1·1036 C1E·12435 C3·1080 C6·2258
Benchmarkneo/py/sql-zhash.go+prefetch128 3789 182.9 µs/object	# crc32:a50b90dc  nread=4905351  t=693.368265ms	# POLL·2 C1·893 C1E·12338 C3·1018 C6·2435
Benchmarkneo/py/sql-zhash.go+prefetch128 3789 186.0 µs/object	# crc32:a50b90dc  nread=4905351  t=704.863306ms	# POLL·2 C1·1221 C1E·12536 C3·585 C6·2924
Benchmarkneo/py/sql-zhash.go+prefetch128 3789 187.5 µs/object	# crc32:a50b90dc  nread=4905351  t=710.777799ms	# POLL·2 C1·1175 C1E·13508 C3·567 C6·2791
Benchmarkneo/py/sql-zhash.go+prefetch128 3789 184.9 µs/object	# crc32:a50b90dc  nread=4905351  t=700.862178ms	# POLL·2 C1·946 C1E·13208 C3·518 C6·2721

# 1 clients in parallel
Benchmarkneo/py/sql-zwrk.go·1 3000	1828.4 req/s  546.930 latency-µs/object	# POLL·3 C1·132 C1E·13431 C3·12165 C6·14280
Benchmarkneo/py/sql-zwrk.go·1 3000	1622.5 req/s  616.317 latency-µs/object	# POLL·0 C1·73 C1E·10933 C3·12472 C6·14708
Benchmarkneo/py/sql-zwrk.go·1 3000	1864.5 req/s  536.334 latency-µs/object	# POLL·0 C1·68 C1E·10628 C3·11427 C6·14834
Benchmarkneo/py/sql-zwrk.go·1 3000	1814.5 req/s  551.125 latency-µs/object	# POLL·1 C1·110 C1E·11735 C3·11699 C6·14411
Benchmarkneo/py/sql-zwrk.go·1 3000	1714.3 req/s  583.315 latency-µs/object	# POLL·2 C1·78 C1E·10834 C3·12098 C6·14269

# 2 clients in parallel
Benchmarkneo/py/sql-zwrk.go·2 5000	3825.0 req/s  522.882 latency-µs/object	# POLL·0 C1·84 C1E·23286 C3·8040 C6·13978
Benchmarkneo/py/sql-zwrk.go·2 5000	3842.4 req/s  520.509 latency-µs/object	# POLL·0 C1·141 C1E·23739 C3·7775 C6·14066
Benchmarkneo/py/sql-zwrk.go·2 5000	3801.9 req/s  526.058 latency-µs/object	# POLL·0 C1·116 C1E·23998 C3·8021 C6·13596
Benchmarkneo/py/sql-zwrk.go·2 5000	3885.0 req/s  514.804 latency-µs/object	# POLL·0 C1·82 C1E·21967 C3·8603 C6·13859
Benchmarkneo/py/sql-zwrk.go·2 5000	3854.2 req/s  518.916 latency-µs/object	# POLL·1 C1·134 C1E·22435 C3·8242 C6·14797

# 3 clients in parallel
Benchmarkneo/py/sql-zwrk.go·3 10000	5022.2 req/s  597.346 latency-µs/object	# POLL·0 C1·144 C1E·41356 C3·9320 C6·16961
Benchmarkneo/py/sql-zwrk.go·3 10000	5061.6 req/s  592.695 latency-µs/object	# POLL·2 C1·164 C1E·42615 C3·9627 C6·16758
Benchmarkneo/py/sql-zwrk.go·3 10000	4966.7 req/s  604.024 latency-µs/object	# POLL·1 C1·124 C1E·41912 C3·9508 C6·17008
Benchmarkneo/py/sql-zwrk.go·3 10000	4531.8 req/s  661.994 latency-µs/object	# POLL·1 C1·126 C1E·40982 C3·9406 C6·17151
Benchmarkneo/py/sql-zwrk.go·3 10000	5153.5 req/s  582.128 latency-µs/object	# POLL·1 C1·141 C1E·40866 C3·9407 C6·16821

# 4 clients in parallel
Benchmarkneo/py/sql-zwrk.go·4 10000	5360.0 req/s  746.271 latency-µs/object	# POLL·1 C1·143 C1E·42124 C3·8549 C6·16900
Benchmarkneo/py/sql-zwrk.go·4 10000	5483.7 req/s  729.431 latency-µs/object	# POLL·2 C1·148 C1E·41194 C3·9532 C6·16850
Benchmarkneo/py/sql-zwrk.go·4 10000	5292.1 req/s  755.848 latency-µs/object	# POLL·0 C1·190 C1E·44731 C3·9537 C6·15820
Benchmarkneo/py/sql-zwrk.go·4 10000	5197.0 req/s  769.679 latency-µs/object	# POLL·2 C1·133 C1E·43676 C3·9372 C6·16402
Benchmarkneo/py/sql-zwrk.go·4 10000	5277.7 req/s  757.907 latency-µs/object	# POLL·1 C1·212 C1E·42944 C3·9127 C6·16542

# 8 clients in parallel
Benchmarkneo/py/sql-zwrk.go·8 10000	5631.1 req/s  1420.694 latency-µs/object	# POLL·2 C1·158 C1E·40376 C3·11060 C6·16339
Benchmarkneo/py/sql-zwrk.go·8 10000	5380.0 req/s  1486.975 latency-µs/object	# POLL·2 C1·183 C1E·43570 C3·10229 C6·15792
Benchmarkneo/py/sql-zwrk.go·8 10000	5446.7 req/s  1468.793 latency-µs/object	# POLL·0 C1·290 C1E·42915 C3·10519 C6·15562
Benchmarkneo/py/sql-zwrk.go·8 10000	5722.7 req/s  1397.936 latency-µs/object	# POLL·0 C1·199 C1E·40804 C3·10286 C6·16693
Benchmarkneo/py/sql-zwrk.go·8 10000	5454.8 req/s  1466.602 latency-µs/object	# POLL·1 C1·134 C1E·41721 C3·10045 C6·16844

# 12 clients in parallel
Benchmarkneo/py/sql-zwrk.go·12 10000	5624.4 req/s  2133.579 latency-µs/object	# POLL·1 C1·265 C1E·41687 C3·10528 C6·15884
Benchmarkneo/py/sql-zwrk.go·12 10000	5763.9 req/s  2081.915 latency-µs/object	# POLL·1 C1·208 C1E·41155 C3·11524 C6·15323
Benchmarkneo/py/sql-zwrk.go·12 10000	5874.8 req/s  2042.635 latency-µs/object	# POLL·0 C1·236 C1E·40193 C3·11882 C6·15222
Benchmarkneo/py/sql-zwrk.go·12 10000	5284.1 req/s  2270.965 latency-µs/object	# POLL·1 C1·286 C1E·46552 C3·9062 C6·16240
Benchmarkneo/py/sql-zwrk.go·12 10000	5781.8 req/s  2075.476 latency-µs/object	# POLL·1 C1·250 C1E·41672 C3·11464 C6·15479

# 16 clients in parallel
Benchmarkneo/py/sql-zwrk.go·16 10000	5410.8 req/s  2957.030 latency-µs/object	# POLL·1 C1·225 C1E·44271 C3·10018 C6·15693
Benchmarkneo/py/sql-zwrk.go·16 10000	5746.5 req/s  2784.301 latency-µs/object	# POLL·3 C1·421 C1E·42215 C3·11017 C6·16024
Benchmarkneo/py/sql-zwrk.go·16 10000	5747.1 req/s  2783.993 latency-µs/object	# POLL·1 C1·273 C1E·42416 C3·12119 C6·14828
Benchmarkneo/py/sql-zwrk.go·16 10000	5914.5 req/s  2705.237 latency-µs/object	# POLL·0 C1·224 C1E·41775 C3·10612 C6·15989
Benchmarkneo/py/sql-zwrk.go·16 10000	5718.3 req/s  2798.017 latency-µs/object	# POLL·2 C1·302 C1E·41996 C3·11118 C6·15130
2018-03-05 16:04:42.8305 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-03-05 16:04:45 140468590737408 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 6729 ...
Benchmarkneo/py(!log)/sql-zhash.py 3789 1154.4 µs/object	# crc32:a50b90dc  nread=4905351  t=4.375s	# POLL·0 C1·108 C1E·1531 C3·8640 C6·6507
Benchmarkneo/py(!log)/sql-zhash.py 3789 687.5 µs/object	# crc32:a50b90dc  nread=4905351  t=2.606s	# POLL·0 C1·36216 C1E·6026 C3·431 C6·6189
Benchmarkneo/py(!log)/sql-zhash.py 3789 735.2 µs/object	# crc32:a50b90dc  nread=4905351  t=2.786s	# POLL·1 C1·15863 C1E·11831 C3·3033 C6·5063
Benchmarkneo/py(!log)/sql-zhash.py 3789 741.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.810s	# POLL·0 C1·328 C1E·16203 C3·3036 C6·4933
Benchmarkneo/py(!log)/sql-zhash.py 3789 771.4 µs/object	# crc32:a50b90dc  nread=4905351  t=2.924s	# POLL·0 C1·42478 C1E·3874 C3·636 C6·6198

Benchmarkneo/py(!log)/sql-zhash.go 3789 557.1 µs/object	# crc32:a50b90dc  nread=4905351  t=2.111543798s	# POLL·1 C1·44 C1E·6651 C3·5767 C6·8191
Benchmarkneo/py(!log)/sql-zhash.go 3789 571.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.165404157s	# POLL·2 C1·85 C1E·5707 C3·6714 C6·7931
Benchmarkneo/py(!log)/sql-zhash.go 3789 554.7 µs/object	# crc32:a50b90dc  nread=4905351  t=2.102287877s	# POLL·1 C1·44 C1E·6209 C3·6014 C6·8145
Benchmarkneo/py(!log)/sql-zhash.go 3789 545.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.066577506s	# POLL·0 C1·64 C1E·7024 C3·6099 C6·7893
Benchmarkneo/py(!log)/sql-zhash.go 3789 585.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.218374633s	# POLL·0 C1·53 C1E·5673 C3·6625 C6·8053
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 162.8 µs/object	# crc32:a50b90dc  nread=4905351  t=617.174837ms	# POLL·1 C1·942 C1E·9939 C3·509 C6·3008
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 162.3 µs/object	# crc32:a50b90dc  nread=4905351  t=615.103715ms	# POLL·0 C1·1038 C1E·9947 C3·976 C6·2473
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 160.8 µs/object	# crc32:a50b90dc  nread=4905351  t=609.451865ms	# POLL·1 C1·1063 C1E·10172 C3·698 C6·2746
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 160.5 µs/object	# crc32:a50b90dc  nread=4905351  t=608.462574ms	# POLL·1 C1·925 C1E·10533 C3·527 C6·2931
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 158.0 µs/object	# crc32:a50b90dc  nread=4905351  t=598.647953ms	# POLL·2 C1·953 C1E·10439 C3·996 C6·2424

# 1 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	2060.0 req/s  485.441 latency-µs/object	# POLL·1 C1·88 C1E·13101 C3·10870 C6·13770
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	1897.0 req/s  527.135 latency-µs/object	# POLL·3 C1·89 C1E·11901 C3·10535 C6·14213
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	1855.1 req/s  539.049 latency-µs/object	# POLL·0 C1·101 C1E·11927 C3·11714 C6·14153
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	1878.2 req/s  532.422 latency-µs/object	# POLL·0 C1·67 C1E·12040 C3·10859 C6·14213
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	1749.7 req/s  571.539 latency-µs/object	# POLL·0 C1·95 C1E·10336 C3·11924 C6·14698

# 2 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	3983.2 req/s  502.114 latency-µs/object	# POLL·2 C1·127 C1E·19691 C3·8680 C6·15052
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	4058.6 req/s  492.775 latency-µs/object	# POLL·3 C1·108 C1E·33956 C3·11065 C6·20868
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	4058.8 req/s  492.755 latency-µs/object	# POLL·1 C1·138 C1E·35398 C3·11209 C6·20013
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	3985.6 req/s  501.812 latency-µs/object	# POLL·3 C1·125 C1E·19422 C3·8845 C6·15676
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	3998.6 req/s  500.173 latency-µs/object	# POLL·1 C1·109 C1E·21131 C3·8399 C6·14554

# 3 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	5437.8 req/s  551.692 latency-µs/object	# POLL·1 C1·150 C1E·39221 C3·9321 C6·17438
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	5581.0 req/s  537.540 latency-µs/object	# POLL·2 C1·143 C1E·39205 C3·10229 C6·16795
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	5510.4 req/s  544.425 latency-µs/object	# POLL·2 C1·218 C1E·39015 C3·10337 C6·17005
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	5450.8 req/s  550.375 latency-µs/object	# POLL·1 C1·176 C1E·39959 C3·10611 C6·16678
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	5513.5 req/s  544.119 latency-µs/object	# POLL·0 C1·159 C1E·41880 C3·9536 C6·16716

# 4 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	5925.9 req/s  674.999 latency-µs/object	# POLL·0 C1·219 C1E·39730 C3·10933 C6·16619
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	5863.9 req/s  682.145 latency-µs/object	# POLL·1 C1·196 C1E·40736 C3·10075 C6·16109
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	6072.9 req/s  658.665 latency-µs/object	# POLL·3 C1·249 C1E·39632 C3·10444 C6·16107
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	6074.1 req/s  658.530 latency-µs/object	# POLL·0 C1·176 C1E·38502 C3·10503 C6·16490
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	5885.8 req/s  679.606 latency-µs/object	# POLL·0 C1·207 C1E·40037 C3·10135 C6·17704

# 8 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6648.7 req/s  1203.242 latency-µs/object	# POLL·2 C1·271 C1E·38129 C3·12360 C6·14742
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6520.7 req/s  1226.862 latency-µs/object	# POLL·1 C1·288 C1E·38636 C3·11262 C6·15696
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6247.0 req/s  1280.621 latency-µs/object	# POLL·1 C1·206 C1E·38504 C3·11431 C6·15733
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6469.4 req/s  1236.588 latency-µs/object	# POLL·2 C1·252 C1E·39702 C3·11344 C6·15137
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6369.1 req/s  1256.056 latency-µs/object	# POLL·2 C1·306 C1E·39589 C3·11191 C6·15213

# 12 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6492.0 req/s  1848.417 latency-µs/object	# POLL·4 C1·268 C1E·39825 C3·11147 C6·15117
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6494.4 req/s  1847.733 latency-µs/object	# POLL·1 C1·293 C1E·40331 C3·11845 C6·14673
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6484.2 req/s  1850.646 latency-µs/object	# POLL·3 C1·362 C1E·39100 C3·12328 C6·15221
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6314.8 req/s  1900.285 latency-µs/object	# POLL·2 C1·201 C1E·39432 C3·12315 C6·14635
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6560.8 req/s  1829.045 latency-µs/object	# POLL·0 C1·274 C1E·39446 C3·12596 C6·15297

# 16 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6239.6 req/s  2564.284 latency-µs/object	# POLL·1 C1·265 C1E·40377 C3·12015 C6·14709
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6423.2 req/s  2490.989 latency-µs/object	# POLL·2 C1·319 C1E·40693 C3·12227 C6·14558
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6360.7 req/s  2515.437 latency-µs/object	# POLL·3 C1·307 C1E·40844 C3·12067 C6·14846
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6519.6 req/s  2454.126 latency-µs/object	# POLL·1 C1·355 C1E·39480 C3·11795 C6·14812
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6620.3 req/s  2416.793 latency-µs/object	# POLL·4 C1·430 C1E·40645 C3·12156 C6·14915
2018-03-05 16:07:42.8452 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs
Connection to None lost
Benchmarkneo/go/fs1-zhash.py 3789 568.7 µs/object	# crc32:a50b90dc  nread=4905351  t=2.155s
# POLL·0 C1·304 C1E·21583 C3·1177 C6·4461
Benchmarkneo/go/fs1-zhash.py 3789 570.1 µs/object	# crc32:a50b90dc  nread=4905351  t=2.161s	# POLL·1 C1·594 C1E·21038 C3·1900 C6·3468
Benchmarkneo/go/fs1-zhash.py 3789 573.5 µs/object	# crc32:a50b90dc  nread=4905351  t=2.174s	# POLL·4 C1·1845 C1E·21054 C3·700 C6·4798
Benchmarkneo/go/fs1-zhash.py 3789 568.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.156s	# POLL·0 C1·706 C1E·21138 C3·2162 C6·3475
Benchmarkneo/go/fs1-zhash.py 3789 558.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.116s	# POLL·1 C1·5691 C1E·19527 C3·1264 C6·4555

Benchmarkneo/go/fs1-zhash.go 3789 379.0 µs/object	# crc32:a50b90dc  nread=4905351  t=1.436433775s	# POLL·2 C1·79 C1E·12451 C3·2617 C6·6326
Benchmarkneo/go/fs1-zhash.go 3789 372.8 µs/object	# crc32:a50b90dc  nread=4905351  t=1.412898701s	# POLL·0 C1·53 C1E·11527 C3·2583 C6·6370
Benchmarkneo/go/fs1-zhash.go 3789 380.3 µs/object	# crc32:a50b90dc  nread=4905351  t=1.441174115s	# POLL·0 C1·30 C1E·12049 C3·3720 C6·5152
Benchmarkneo/go/fs1-zhash.go 3789 358.8 µs/object	# crc32:a50b90dc  nread=4905351  t=1.359879444s	# POLL·2 C1·57 C1E·11770 C3·4083 C6·4626
Benchmarkneo/go/fs1-zhash.go 3789 369.7 µs/object	# crc32:a50b90dc  nread=4905351  t=1.401220755s	# POLL·0 C1·67 C1E·12749 C3·2727 C6·6084
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 19.2 µs/object	# crc32:a50b90dc  nread=4905351  t=72.734117ms	# POLL·3 C1·952 C1E·2775 C3·155 C6·372
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 19.2 µs/object	# crc32:a50b90dc  nread=4905351  t=72.947234ms	# POLL·3 C1·1075 C1E·2894 C3·177 C6·244
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 18.7 µs/object	# crc32:a50b90dc  nread=4905351  t=70.881626ms	# POLL·4 C1·1254 C1E·2936 C3·164 C6·228
