>>> bench-local
# Wed, 28 Feb 2018 11:14:55 +0200
# neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
# Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-23]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-23]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: ADATA SU800       rev 8BS  119,2G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz6001-COMP-2784/pystone 1 112206 pystone/s	# POLL·0 C1·96 C1E·1 C3·23 C6·396
Benchmarkz6001-COMP-2784/pystone 1 114783 pystone/s	# POLL·0 C1·89 C1E·0 C3·15 C6·461
Benchmarkz6001-COMP-2784/pystone 1 114558 pystone/s	# POLL·1 C1·87 C1E·7 C3·27 C6·490
Benchmarkz6001-COMP-2784/pystone 1 113271 pystone/s	# POLL·0 C1·80 C1E·0 C3·17 C6·389
Benchmarkz6001-COMP-2784/pystone 1 115634 pystone/s	# POLL·0 C1·74 C1E·3 C3·19 C6·468
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2964.9 req/s  337.283 latency-µs/object	# POLL·6 C1·15526 C1E·23888 C3·23320 C6·22806
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 3000	2770.8 req/s  360.907 latency-µs/object	# POLL·1 C1·6093 C1E·23173 C3·23604 C6·13184
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2821.7 req/s  354.400 latency-µs/object	# POLL·6 C1·28340 C1E·25070 C3·33626 C6·27520
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2423.4 req/s  412.652 latency-µs/object	# POLL·8 C1·12084 C1E·25087 C3·26038 C6·20536

# 2 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3809.6 req/s  524.994 latency-µs/object	# POLL·1 C1·14920 C1E·21370 C3·27408 C6·16967
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3316.8 req/s  602.983 latency-µs/object	# POLL·7 C1·9984 C1E·26254 C3·26268 C6·17667
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3090.1 req/s  647.233 latency-µs/object	# POLL·6 C1·6165 C1E·28096 C3·35285 C6·11040
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3077.3 req/s  649.930 latency-µs/object	# POLL·5 C1·3015 C1E·35952 C3·35036 C6·6932
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	2973.8 req/s  672.530 latency-µs/object	# POLL·8 C1·5375 C1E·41157 C3·43139 C6·16355

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3328.7 req/s  1201.657 latency-µs/object	# POLL·4 C1·9824 C1E·25651 C3·26782 C6·17209
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3066.3 req/s  1304.495 latency-µs/object	# POLL·6 C1·4517 C1E·29889 C3·36155 C6·9258
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3072.4 req/s  1301.921 latency-µs/object	# POLL·9 C1·1820 C1E·33613 C3·33847 C6·10642
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3600.7 req/s  1110.906 latency-µs/object	# POLL·8 C1·8296 C1E·27460 C3·27645 C6·16896
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3293.0 req/s  1214.704 latency-µs/object	# POLL·5 C1·11301 C1E·26930 C3·29957 C6·11268

# 8 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	2871.1 req/s  2786.387 latency-µs/object	# POLL·10 C1·3767 C1E·31833 C3·30701 C6·14792
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	3534.6 req/s  2263.327 latency-µs/object	# POLL·4 C1·10787 C1E·23744 C3·29968 C6·15080
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	3073.1 req/s  2603.230 latency-µs/object	# POLL·5 C1·2025 C1E·34177 C3·36406 C6·9363
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	2903.3 req/s  2755.449 latency-µs/object	# POLL·9 C1·4818 C1E·42434 C3·48486 C6·9481
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	3597.8 req/s  2223.559 latency-µs/object	# POLL·5 C1·10183 C1E·29183 C3·25522 C6·16627

# 16 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	2859.5 req/s  5595.349 latency-µs/object	# POLL·8 C1·963 C1E·32936 C3·36802 C6·10504
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3280.3 req/s  4877.652 latency-µs/object	# POLL·4 C1·9788 C1E·23638 C3·32214 C6·17577
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3250.7 req/s  4922.045 latency-µs/object	# POLL·13 C1·6231 C1E·29664 C3·24094 C6·21012
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3719.3 req/s  4301.897 latency-µs/object	# POLL·11 C1·9717 C1E·25201 C3·29717 C6·15602
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3394.0 req/s  4714.227 latency-µs/object	# POLL·9 C1·9095 C1E·29322 C3·24542 C6·18937

# 24 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3321.1 req/s  7226.554 latency-µs/object	# POLL·13 C1·13168 C1E·22441 C3·26153 C6·19770
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3284.1 req/s  7307.921 latency-µs/object	# POLL·5 C1·9202 C1E·27752 C3·24177 C6·21996
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3568.4 req/s  6725.766 latency-µs/object	# POLL·9 C1·12643 C1E·26447 C3·30037 C6·15630
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	2807.8 req/s  8547.747 latency-µs/object	# POLL·9 C1·3859 C1E·30288 C3·34336 C6·12794
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3745.9 req/s  6407.041 latency-µs/object	# POLL·9 C1·9100 C1E·26101 C3·35278 C6·11876

# 36 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3806.9 req/s  9456.626 latency-µs/object	# POLL·8 C1·10863 C1E·31333 C3·31216 C6·12142
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3350.0 req/s  10746.422 latency-µs/object	# POLL·7 C1·7365 C1E·34573 C3·27885 C6·14283
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3012.8 req/s  11948.938 latency-µs/object	# POLL·13 C1·7127 C1E·33544 C3·30216 C6·15296
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3039.1 req/s  11845.625 latency-µs/object	# POLL·30 C1·10908 C1E·34485 C3·81006 C6·22062
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3217.5 req/s  11188.719 latency-µs/object	# POLL·20 C1·11180 C1E·35137 C3·36571 C6·11507

# 48 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3245.0 req/s  14791.847 latency-µs/object	# POLL·18 C1·8901 C1E·28032 C3·24583 C6·21836
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3678.5 req/s  13048.739 latency-µs/object	# POLL·12 C1·10390 C1E·24966 C3·38852 C6·9184
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3330.2 req/s  14413.480 latency-µs/object	# POLL·11 C1·6098 C1E·32743 C3·29222 C6·17248
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3330.3 req/s  14413.224 latency-µs/object	# POLL·8 C1·10258 C1E·26289 C3·29137 C6·18977
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3359.9 req/s  14285.991 latency-µs/object	# POLL·22 C1·10809 C1E·25534 C3·35588 C6·12445
2018-02-28 12:00:55.7042 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-02-28 12:00:58 139887225601408 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 17203 ...
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 3789 1336.4 µs/object	# crc32:a50b90dc  nread=4905351  t=5.065s	# POLL·2 C1·98 C1E·35 C3·23965 C6·11339
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 3789 788.0 µs/object	# crc32:a50b90dc  nread=4905351  t=2.986s	# POLL·2 C1·22211 C1E·4025 C3·18729 C6·8283
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 3789 741.7 µs/object	# crc32:a50b90dc  nread=4905351  t=2.811s	# POLL·3 C1·4406 C1E·56 C3·20384 C6·6569
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 3789 730.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.768s	# POLL·0 C1·4334 C1E·18 C3·23241 C6·4273
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 3789 741.5 µs/object	# crc32:a50b90dc  nread=4905351  t=2.810s	# POLL·0 C1·4410 C1E·77 C3·21663 C6·5569

Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 3789 319.9 µs/object	# crc32:a50b90dc  nread=4905351  t=1.212357794s	# POLL·0 C1·7847 C1E·8510 C3·7535 C6·11847
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 3789 383.9 µs/object	# crc32:a50b90dc  nread=4905351  t=1.455069064s	# POLL·3 C1·2955 C1E·15355 C3·16904 C6·3044
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 3789 312.7 µs/object	# crc32:a50b90dc  nread=4905351  t=1.185201584s	# POLL·3 C1·7186 C1E·15141 C3·11660 C6·3283
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 3789 377.4 µs/object	# crc32:a50b90dc  nread=4905351  t=1.430465699s	# POLL·3 C1·2776 C1E·16886 C3·11721 C6·5741
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 3789 414.7 µs/object	# crc32:a50b90dc  nread=4905351  t=1.571809642s	# POLL·10 C1·165 C1E·19265 C3·14874 C6·5234
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 3789 280.1 µs/object	# crc32:a50b90dc  nread=4905351  t=1.061463641s	# POLL·10 C1·4249 C1E·15607 C3·11094 C6·5513
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 3789 283.2 µs/object	# crc32:a50b90dc  nread=4905351  t=1.073501965s	# POLL·5 C1·3026 C1E·15480 C3·11941 C6·5713
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 3789 262.3 µs/object	# crc32:a50b90dc  nread=4905351  t=994.173802ms	# POLL·7 C1·5129 C1E·13405 C3·12435 C6·4506
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 3789 282.0 µs/object	# crc32:a50b90dc  nread=4905351  t=1.068871108s	# POLL·3 C1·3204 C1E·14615 C3·14437 C6·3569
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 3789 278.9 µs/object	# crc32:a50b90dc  nread=4905351  t=1.056960742s	# POLL·8 C1·3550 C1E·15196 C3·12450 C6·4969

# 1 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 5000	2524.4 req/s  396.127 latency-µs/object	# POLL·7 C1·4408 C1E·33856 C3·34280 C6·12235
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 5000	2170.8 req/s  460.665 latency-µs/object	# POLL·11 C1·1559 C1E·39040 C3·35890 C6·10508
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 3000	2561.5 req/s  390.395 latency-µs/object	# POLL·1 C1·747 C1E·29650 C3·23185 C6·12338
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 5000	2711.5 req/s  368.803 latency-µs/object	# POLL·2 C1·8220 C1E·31927 C3·27131 C6·18916
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 3000	2445.3 req/s  408.945 latency-µs/object	# POLL·3 C1·2859 C1E·32555 C3·18742 C6·12758

# 2 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 10000	3636.4 req/s  549.997 latency-µs/object	# POLL·9 C1·16462 C1E·41565 C3·48203 C6·15957
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 5000	3297.0 req/s  606.621 latency-µs/object	# POLL·5 C1·5265 C1E·31559 C3·33968 C6·9934
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 5000	3307.0 req/s  604.773 latency-µs/object	# POLL·6 C1·5980 C1E·31740 C3·38704 C6·5266
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 5000	3341.0 req/s  598.625 latency-µs/object	# POLL·10 C1·6835 C1E·28319 C3·36912 C6·7533
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 5000	3768.7 req/s  530.681 latency-µs/object	# POLL·8 C1·6174 C1E·32949 C3·35059 C6·6790

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 5000	4156.0 req/s  962.452 latency-µs/object	# POLL·7 C1·9199 C1E·30798 C3·26221 C6·12617
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 10000	3913.3 req/s  1022.166 latency-µs/object	# POLL·15 C1·17102 C1E·42350 C3·42005 C6·19645
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 10000	3696.0 req/s  1082.252 latency-µs/object	# POLL·6 C1·11408 C1E·50415 C3·45812 C6·17875
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 10000	3773.7 req/s  1059.967 latency-µs/object	# POLL·8 C1·14811 C1E·41463 C3·44760 C6·20982
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 5000	3983.6 req/s  1004.119 latency-µs/object	# POLL·7 C1·12111 C1E·23732 C3·33698 C6·9758

# 8 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	4022.3 req/s  1988.934 latency-µs/object	# POLL·5 C1·12633 C1E·25017 C3·27583 C6·14494
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3484.5 req/s  2295.879 latency-µs/object	# POLL·4 C1·4140 C1E·31209 C3·34674 C6·9255
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3901.0 req/s  2050.749 latency-µs/object	# POLL·8 C1·7038 C1E·31489 C3·33521 C6·7831
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3818.3 req/s  2095.187 latency-µs/object	# POLL·5 C1·6308 C1E·37341 C3·24585 C6·14827
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 10000	3504.5 req/s  2282.805 latency-µs/object	# POLL·10 C1·14626 C1E·47045 C3·47297 C6·16486

# 16 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 5000	3837.8 req/s  4169.009 latency-µs/object	# POLL·14 C1·7257 C1E·36876 C3·32503 C6·8037
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 10000	3602.5 req/s  4441.394 latency-µs/object	# POLL·16 C1·11963 C1E·48127 C3·55089 C6·7267
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 5000	4337.6 req/s  3688.668 latency-µs/object	# POLL·4 C1·10765 C1E·33091 C3·31905 C6·9107
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 5000	3220.2 req/s  4968.704 latency-µs/object	# POLL·21 C1·6507 C1E·32019 C3·35146 C6·8560
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 5000	3535.0 req/s  4526.161 latency-µs/object	# POLL·9 C1·7099 C1E·31086 C3·33959 C6·10574

# 24 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	4266.8 req/s  5624.878 latency-µs/object	# POLL·7 C1·10328 C1E·28159 C3·31633 C6·10653
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	3874.2 req/s  6194.795 latency-µs/object	# POLL·15 C1·8430 C1E·29124 C3·32556 C6·10941
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	4164.8 req/s  5762.545 latency-µs/object	# POLL·17 C1·14655 C1E·21556 C3·33820 C6·10119
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	3446.8 req/s  6963.035 latency-µs/object	# POLL·8 C1·6424 C1E·33352 C3·30707 C6·13690
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	3793.9 req/s  6325.958 latency-µs/object	# POLL·6 C1·11880 C1E·26711 C3·32852 C6·11843

# 36 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 10000	3756.4 req/s  9583.765 latency-µs/object	# POLL·26 C1·15837 C1E·43556 C3·46206 C6·18856
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 5000	3906.6 req/s  9215.147 latency-µs/object	# POLL·13 C1·14948 C1E·24396 C3·30325 C6·12323
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 5000	3467.7 req/s  10381.619 latency-µs/object	# POLL·18 C1·1688 C1E·35659 C3·35434 C6·9362
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 10000	4179.7 req/s  8613.095 latency-µs/object	# POLL·14 C1·23351 C1E·40321 C3·46041 C6·16651
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 10000	4005.1 req/s  8988.557 latency-µs/object	# POLL·13 C1·19169 C1E·43112 C3·50902 C6·10667

# 48 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	3979.1 req/s  12062.908 latency-µs/object	# POLL·24 C1·8121 C1E·29742 C3·37803 C6·6525
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	4121.0 req/s  11647.771 latency-µs/object	# POLL·24 C1·10442 C1E·28548 C3·36122 C6·8314
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	3715.5 req/s  12918.863 latency-µs/object	# POLL·23 C1·14184 C1E·29862 C3·35598 C6·5213
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	3939.2 req/s  12185.083 latency-µs/object	# POLL·12 C1·15477 C1E·26256 C3·36181 C6·6838
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	3814.1 req/s  12584.916 latency-µs/object	# POLL·8 C1·8784 C1E·37774 C3·30968 C6·10821
2018-02-28 12:04:15.3203 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
Connection to None lost
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 3789 490.3 µs/object	# crc32:a50b90dc  nread=4905351  t=1.858s
# POLL·5 C1·225 C1E·4308 C3·18495 C6·5712
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 3789 552.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.096s	# POLL·2 C1·1441 C1E·5055 C3·17214 C6·6710
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 3789 565.6 µs/object	# crc32:a50b90dc  nread=4905351  t=2.144s	# POLL·1 C1·206 C1E·4307 C3·17677 C6·6306
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 3789 529.6 µs/object	# crc32:a50b90dc  nread=4905351  t=2.007s	# POLL·1 C1·167 C1E·4408 C3·18441 C6·5340
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 3789 541.0 µs/object	# crc32:a50b90dc  nread=4905351  t=2.050s	# POLL·1 C1·96 C1E·4294 C3·18071 C6·5766

Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 3789 77.8 µs/object	# crc32:a50b90dc  nread=4905351  t=294.72919ms	# POLL·8 C1·6826 C1E·23159 C3·656 C6·1337
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 3789 78.9 µs/object	# crc32:a50b90dc  nread=4905351  t=299.036806ms	# POLL·12 C1·6744 C1E·23668 C3·684 C6·1250
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 3789 82.7 µs/object	# crc32:a50b90dc  nread=4905351  t=313.265508ms	# POLL·9 C1·6626 C1E·23890 C3·1082 C6·1408
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 3789 81.5 µs/object	# crc32:a50b90dc  nread=4905351  t=308.736788ms	# POLL·10 C1·6482 C1E·23768 C3·1531 C6·717
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 3789 81.2 µs/object	# crc32:a50b90dc  nread=4905351  t=307.685318ms	# POLL·2 C1·6189 C1E·24663 C3·1504 C6·563
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 3789 24.9 µs/object	# crc32:a50b90dc  nread=4905351  t=94.408006ms	# POLL·62 C1·7069 C1E·6136 C3·618 C6·606
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 3789 23.8 µs/object	# crc32:a50b90dc  nread=4905351  t=90.326627ms	# POLL·51 C1·6870 C1E·5775 C3·567 C6·721
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 3789 23.8 µs/object	# crc32:a50b90dc  nread=4905351  t=90.341601ms	# POLL·63 C1·7045 C1E·5581 C3·690 C6·622
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 3789 23.8 µs/object	# crc32:a50b90dc  nread=4905351  t=90.173497ms	# POLL·49 C1·6967 C1E·5668 C3·599 C6·644
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 3789 23.8 µs/object	# crc32:a50b90dc  nread=4905351  t=90.335176ms	# POLL·68 C1·6943 C1E·5651 C3·571 C6·686

# 1 clients in parallel
E0228 12:04:35.591374   20797 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:54012: 192.168.0.16:5554 - 192.168.0.16:54012: accept: node link is not listening for incoming connections
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	13343.8 req/s  74.941 latency-µs/object	# POLL·48 C1·66452 C1E·196707 C3·4730 C6·8882
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	13818.9 req/s  72.365 latency-µs/object	# POLL·46 C1·66691 C1E·196714 C3·6025 C6·7529
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	13748.6 req/s  72.735 latency-µs/object	# POLL·63 C1·67366 C1E·196733 C3·6505 C6·7124
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	13721.6 req/s  72.878 latency-µs/object	# POLL·69 C1·66537 C1E·197750 C3·4038 C6·9428
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	13873.7 req/s  72.079 latency-µs/object	# POLL·62 C1·65482 C1E·198148 C3·6692 C6·8158

# 2 clients in parallel
E0228 12:04:48.384469   20797 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:54054: 192.168.0.16:5554 - 192.168.0.16:54054: accept: node link is not listening for incoming connections
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 50000	27989.3 req/s  71.456 latency-µs/object	# POLL·100 C1·83735 C1E·144506 C3·7711 C6·8188
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 50000	27980.1 req/s  71.479 latency-µs/object	# POLL·109 C1·84397 C1E·146794 C3·5476 C6·10459
E0228 12:04:53.408107   20797 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:54082: 192.168.0.16:5554 - 192.168.0.16:54082: accept: node link is not listening for incoming connections
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 50000	27973.6 req/s  71.496 latency-µs/object	# POLL·119 C1·83941 C1E·146001 C3·7884 C6·7795
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 50000	28174.0 req/s  70.987 latency-µs/object	# POLL·107 C1·83635 C1E·143700 C3·6402 C6·9852
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 50000	28000.5 req/s  71.427 latency-µs/object	# POLL·142 C1·84220 C1E·149331 C3·6623 C6·9532

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	52855.3 req/s  75.678 latency-µs/object	# POLL·324 C1·62936 C1E·206408 C3·10372 C6·7246
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	52929.3 req/s  75.572 latency-µs/object	# POLL·364 C1·62319 C1E·207698 C3·8023 C6·10234
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	52911.3 req/s  75.598 latency-µs/object	# POLL·382 C1·63064 C1E·206347 C3·10249 C6·7056
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	52904.1 req/s  75.609 latency-µs/object	# POLL·345 C1·64279 C1E·204679 C3·10174 C6·6866
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	52664.1 req/s  75.953 latency-µs/object	# POLL·329 C1·62746 C1E·206817 C3·7221 C6·10044

# 8 clients in parallel
E0228 12:05:13.560627   20797 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:54234: 192.168.0.16:5554 - 192.168.0.16:54234: accept: node link is not listening for incoming connections
E0228 12:05:13.560896   20797 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:54238: 192.168.0.16:5554 - 192.168.0.16:54238: accept: node link is not listening for incoming connections
