>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 13:41:28 +0100
xnode:	test@neo1.kirr.nexedi.com (2001:67c:1254:e:d4::1 (+ 1·ipv6) 192.168.102.20)
uname:	Linux neo1 4.12.0-2-amd64 #1 SMP Debian 4.12.13-1 (2017-09-19) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7 CPU         860  @ 2.80GHz
cpu/[0-7]/freq: acpi-cpufreq/performance [2.80GHz - 2.80GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
WARNING: cpu: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
disk/sda: INTEL SSDSA2M080  rev 02HD 74.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 03
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1589-g7c21fb9
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	neo1
cluster:
Benchmarkpystone 1 106105 pystone/s	# POLL·0 C1·1 C1E·1 C3·25 C6·256
Benchmarkpystone 1 106135 pystone/s	# POLL·0 C1·8 C1E·0 C3·37 C6·187
Benchmarkpystone 1 106913 pystone/s	# POLL·0 C1·7 C1E·6 C3·36 C6·285
Benchmarkpystone 1 106176 pystone/s	# POLL·0 C1·5 C1E·1 C3·21 C6·197
Benchmarkpystone 1 105523 pystone/s	# POLL·0 C1·13 C1E·0 C3·32 C6·218
Benchmarkneo/py/sql-zwrk.go·2 10000	3393.2 req/s  589.423 latency-µs/object	# POLL·16 C1·12192 C1E·54673 C3·52019 C6·6520
Benchmarkneo/py/sql-zwrk.go·2 5000	3510.3 req/s  569.754 latency-µs/object	# POLL·10 C1·3520 C1E·33916 C3·39687 C6·2899

# 3 clients in parallel
Benchmarkneo/py/sql-zwrk.go·3 5000	3737.5 req/s  802.686 latency-µs/object	# POLL·18 C1·11806 C1E·33940 C3·33605 C6·2382
Benchmarkneo/py/sql-zwrk.go·3 5000	3867.0 req/s  775.792 latency-µs/object	# POLL·10 C1·14619 C1E·28618 C3·34386 C6·3055
Benchmarkneo/py/sql-zwrk.go·3 5000	3760.2 req/s  797.823 latency-µs/object	# POLL·37 C1·14962 C1E·30386 C3·33371 C6·2495
Benchmarkneo/py/sql-zwrk.go·3 10000	3624.4 req/s  827.730 latency-µs/object	# POLL·21 C1·14875 C1E·47185 C3·54915 C6·7707
Benchmarkneo/py/sql-zwrk.go·3 10000	3794.5 req/s  790.614 latency-µs/object	# POLL·13 C1·12994 C1E·51003 C3·55561 C6·3415

# 4 clients in parallel
Benchmarkneo/py/sql-zwrk.go·4 5000	3441.4 req/s  1162.313 latency-µs/object	# POLL·7 C1·8215 C1E·34692 C3·35450 C6·2215
Benchmarkneo/py/sql-zwrk.go·4 10000	3424.5 req/s  1168.050 latency-µs/object	# POLL·73 C1·17564 C1E·53231 C3·51232 C6·4152
Benchmarkneo/py/sql-zwrk.go·4 5000	3688.6 req/s  1084.421 latency-µs/object	# POLL·10 C1·5732 C1E·33208 C3·36434 C6·6477
Benchmarkneo/py/sql-zwrk.go·4 10000	3633.2 req/s  1100.954 latency-µs/object	# POLL·9 C1·23928 C1E·40763 C3·54500 C6·2879
Benchmarkneo/py/sql-zwrk.go·4 10000	3509.1 req/s  1139.910 latency-µs/object	# POLL·17 C1·8482 C1E·48143 C3·59357 C6·7093

# 8 clients in parallel
Benchmarkneo/py/sql-zwrk.go·8 5000	3813.8 req/s  2097.657 latency-µs/object	# POLL·11 C1·13340 C1E·32258 C3·34833 C6·2188
Benchmarkneo/py/sql-zwrk.go·8 10000	3543.3 req/s  2257.779 latency-µs/object	# POLL·22 C1·17854 C1E·50100 C3·54106 C6·3292
Benchmarkneo/py/sql-zwrk.go·8 10000	3654.8 req/s  2188.918 latency-µs/object	# POLL·11 C1·11800 C1E·50547 C3·56429 C6·5811
Benchmarkneo/py/sql-zwrk.go·8 5000	3477.7 req/s  2300.387 latency-µs/object	# POLL·13 C1·4277 C1E·34387 C3·38192 C6·3592
Benchmarkneo/py/sql-zwrk.go·8 5000	3811.9 req/s  2098.714 latency-µs/object	# POLL·11 C1·11762 C1E·32185 C3·34584 C6·4510

# 12 clients in parallel
Benchmarkneo/py/sql-zwrk.go·12 5000	3570.9 req/s  3360.480 latency-µs/object	# POLL·10 C1·4713 C1E·32975 C3·36390 C6·6117
Benchmarkneo/py/sql-zwrk.go·12 5000	3529.5 req/s  3399.919 latency-µs/object	# POLL·8 C1·10393 C1E·37467 C3·34147 C6·2532
Benchmarkneo/py/sql-zwrk.go·12 10000	3723.6 req/s  3222.708 latency-µs/object	# POLL·13 C1·12336 C1E·49160 C3·57031 C6·4688
Benchmarkneo/py/sql-zwrk.go·12 5000	3664.5 req/s  3274.678 latency-µs/object	# POLL·12 C1·8702 C1E·34189 C3·34001 C6·4718
Benchmarkneo/py/sql-zwrk.go·12 5000	3827.2 req/s  3135.463 latency-µs/object	# POLL·17 C1·12675 C1E·33547 C3·33342 C6·3140

# 16 clients in parallel
Benchmarkneo/py/sql-zwrk.go·16 5000	3764.9 req/s  4249.753 latency-µs/object	# POLL·18 C1·13052 C1E·29549 C3·33731 C6·5008
Benchmarkneo/py/sql-zwrk.go·16 10000	3592.6 req/s  4453.569 latency-µs/object	# POLL·75 C1·17912 C1E·44834 C3·45574 C6·16316
Benchmarkneo/py/sql-zwrk.go·16 5000	3820.3 req/s  4188.189 latency-µs/object	# POLL·10 C1·17331 C1E·30224 C3·32313 C6·1831
Benchmarkneo/py/sql-zwrk.go·16 5000	3597.5 req/s  4447.574 latency-µs/object	# POLL·26 C1·13688 C1E·45936 C3·40639 C6·7284
Benchmarkneo/py/sql-zwrk.go·16 5000	3594.9 req/s  4450.742 latency-µs/object	# POLL·20 C1·6158 C1E·33772 C3·35213 C6·7431
2018-03-05 14:15:15.9202 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-03-05 14:15:18 140496229799872 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 30665 ...
Benchmarkneo/py(!log)/sql-zhash.py 3789 1384.5 µs/object	# crc32:a50b90dc  nread=4905351  t=5.247s	# POLL·6 C1·958 C1E·109 C3·27135 C6·6330
Benchmarkneo/py(!log)/sql-zhash.py 3789 627.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.380s	# POLL·3 C1·15787 C1E·7242 C3·20739 C6·7439
Benchmarkneo/py(!log)/sql-zhash.py 3789 883.1 µs/object	# crc32:a50b90dc  nread=4905351  t=3.347s	# POLL·3 C1·209 C1E·2904 C3·23547 C6·5882
Benchmarkneo/py(!log)/sql-zhash.py 3789 733.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.779s	# POLL·5 C1·15680 C1E·3836 C3·24412 C6·4689
Benchmarkneo/py(!log)/sql-zhash.py 3789 857.2 µs/object	# crc32:a50b90dc  nread=4905351  t=3.249s	# POLL·3 C1·175 C1E·3646 C3·26130 C6·2206

Benchmarkneo/py(!log)/sql-zhash.go 3789 289.2 µs/object	# crc32:a50b90dc  nread=4905351  t=1.096114263s	# POLL·5 C1·5670 C1E·16903 C3·13115 C6·814
Benchmarkneo/py(!log)/sql-zhash.go 3789 340.2 µs/object	# crc32:a50b90dc  nread=4905351  t=1.289372539s	# POLL·9 C1·582 C1E·17946 C3·17995 C6·1078
Benchmarkneo/py(!log)/sql-zhash.go 3789 325.3 µs/object	# crc32:a50b90dc  nread=4905351  t=1.23296938s	# POLL·12 C1·1047 C1E·17454 C3·14364 C6·4522
Benchmarkneo/py(!log)/sql-zhash.go 3789 339.8 µs/object	# crc32:a50b90dc  nread=4905351  t=1.287904278s	# POLL·5 C1·224 C1E·17844 C3·18325 C6·815
Benchmarkneo/py(!log)/sql-zhash.go 3789 303.2 µs/object	# crc32:a50b90dc  nread=4905351  t=1.149054473s	# POLL·10 C1·4812 C1E·17949 C3·13790 C6·705
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 229.9 µs/object	# crc32:a50b90dc  nread=4905351  t=871.360581ms	# POLL·33 C1·7282 C1E·14218 C3·12563 C6·644
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 230.4 µs/object	# crc32:a50b90dc  nread=4905351  t=873.168501ms	# POLL·65 C1·6032 C1E·15516 C3·10831 C6·1875
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 227.7 µs/object	# crc32:a50b90dc  nread=4905351  t=862.920176ms	# POLL·26 C1·6089 C1E·13404 C3·14117 C6·702
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 234.7 µs/object	# crc32:a50b90dc  nread=4905351  t=889.616333ms	# POLL·88 C1·6305 C1E·14610 C3·12656 C6·954
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 229.6 µs/object	# crc32:a50b90dc  nread=4905351  t=870.359592ms	# POLL·104 C1·6770 C1E·14309 C3·12517 C6·718

# 1 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2969.6 req/s  336.742 latency-µs/object	# POLL·13 C1·9394 C1E·42634 C3·30755 C6·4209
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2977.0 req/s  335.911 latency-µs/object	# POLL·5 C1·692 C1E·39064 C3·41949 C6·2697
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	3334.4 req/s  299.904 latency-µs/object	# POLL·12 C1·10275 C1E·42894 C3·30180 C6·3595
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	3137.1 req/s  318.769 latency-µs/object	# POLL·22 C1·10170 C1E·41643 C3·34733 C6·1931
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2926.7 req/s  341.679 latency-µs/object	# POLL·43 C1·5094 C1E·41135 C3·32309 C6·7815

# 2 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	4001.1 req/s  499.859 latency-µs/object	# POLL·9 C1·17470 C1E·52589 C3·50498 C6·2453
Benchmarkneo/py(!log)/sql-zwrk.go·2 5000	4071.4 req/s  491.235 latency-µs/object	# POLL·15 C1·10263 C1E·28855 C3·37001 C6·2854
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	4038.7 req/s  495.207 latency-µs/object	# POLL·14 C1·10215 C1E·54687 C3·53265 C6·5173
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	4144.0 req/s  482.629 latency-µs/object	# POLL·25 C1·17727 C1E·62343 C3·44605 C6·4222
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	4215.2 req/s  474.475 latency-µs/object	# POLL·42 C1·20836 C1E·50653 C3·50810 C6·3215

# 3 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	3800.8 req/s  789.313 latency-µs/object	# POLL·27 C1·12012 C1E·53613 C3·58732 C6·2302
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	3876.4 req/s  773.913 latency-µs/object	# POLL·21 C1·8790 C1E·56046 C3·54635 C6·4842
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	4078.8 req/s  735.503 latency-µs/object	# POLL·45 C1·16658 C1E·49491 C3·54733 C6·4496
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	3759.7 req/s  797.942 latency-µs/object	# POLL·12 C1·6188 C1E·51901 C3·60482 C6·2318
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	4431.4 req/s  676.985 latency-µs/object	# POLL·26 C1·24155 C1E·46882 C3·47627 C6·4937

# 4 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	4067.3 req/s  983.460 latency-µs/object	# POLL·19 C1·10310 C1E·55782 C3·55283 C6·3079
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	3963.5 req/s  1009.216 latency-µs/object	# POLL·29 C1·14831 C1E·53852 C3·53293 C6·2695
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	4057.1 req/s  985.926 latency-µs/object	# POLL·23 C1·12961 C1E·52278 C3·57283 C6·2260
Benchmarkneo/py(!log)/sql-zwrk.go·4 5000	3975.7 req/s  1006.113 latency-µs/object	# POLL·18 C1·12374 C1E·38929 C3·29559 C6·1079
Benchmarkneo/py(!log)/sql-zwrk.go·4 5000	3908.1 req/s  1023.524 latency-µs/object	# POLL·13 C1·9027 C1E·34474 C3·35110 C6·1584

# 8 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	4123.0 req/s  1940.320 latency-µs/object	# POLL·19 C1·21644 C1E·49568 C3·54567 C6·2523
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	4081.3 req/s  1960.181 latency-µs/object	# POLL·36 C1·18159 C1E·56340 C3·47227 C6·4514
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	4300.4 req/s  1860.306 latency-µs/object	# POLL·16 C1·24422 C1E·45430 C3·50405 C6·1415
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	4144.3 req/s  1930.364 latency-µs/object	# POLL·16 C1·16816 C1E·49420 C3·53216 C6·5999
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	4116.3 req/s  1943.502 latency-µs/object	# POLL·20 C1·19713 C1E·54043 C3·51402 C6·2832

# 12 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·12 5000	4254.2 req/s  2820.765 latency-µs/object	# POLL·17 C1·17000 C1E·33497 C3·30334 C6·2206
Benchmarkneo/py(!log)/sql-zwrk.go·12 5000	4185.1 req/s  2867.324 latency-µs/object	# POLL·15 C1·12218 C1E·33087 C3·35148 C6·1673
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	4300.8 req/s  2790.201 latency-µs/object	# POLL·15 C1·20838 C1E·44407 C3·57067 C6·2320
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	3971.7 req/s  3021.402 latency-µs/object	# POLL·20 C1·9652 C1E·55181 C3·53656 C6·6467
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	3922.2 req/s  3059.492 latency-µs/object	# POLL·21 C1·13170 C1E·52779 C3·53747 C6·3531

# 16 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·16 5000	4532.5 req/s  3530.094 latency-µs/object	# POLL·23 C1·16467 C1E·37059 C3·26657 C6·2049
Benchmarkneo/py(!log)/sql-zwrk.go·16 5000	4259.7 req/s  3756.098 latency-µs/object	# POLL·17 C1·14610 C1E·29350 C3·34848 C6·1962
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	4088.3 req/s  3913.626 latency-µs/object	# POLL·17 C1·21553 C1E·49626 C3·51873 C6·2451
Benchmarkneo/py(!log)/sql-zwrk.go·16 5000	3955.2 req/s  4045.259 latency-µs/object	# POLL·54 C1·12779 C1E·36630 C3·31121 C6·2295
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	4268.5 req/s  3748.364 latency-µs/object	# POLL·20 C1·16942 C1E·56619 C3·48657 C6·3776
2018-03-05 14:17:59.5450 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
unexpected packet: Retry Later in PrimaryBootstrapHandler
Connection to None lost
Benchmarkneo/go/fs1-zhash.py 3789 305.4 µs/object	# crc32:a50b90dc  nread=4905351  t=1.157s
# POLL·8 C1·39085 C1E·6383 C3·12382 C6·4864
Benchmarkneo/go/fs1-zhash.py 3789 333.7 µs/object	# crc32:a50b90dc  nread=4905351  t=1.265s	# POLL·1 C1·37537 C1E·6894 C3·11133 C6·3764
Benchmarkneo/go/fs1-zhash.py 3789 318.1 µs/object	# crc32:a50b90dc  nread=4905351  t=1.205s	# POLL·5 C1·16126 C1E·9837 C3·10405 C6·5895
Benchmarkneo/go/fs1-zhash.py 3789 468.4 µs/object	# crc32:a50b90dc  nread=4905351  t=1.775s	# POLL·9 C1·1894 C1E·7591 C3·19750 C6·3406
Benchmarkneo/go/fs1-zhash.py 3789 306.4 µs/object	# crc32:a50b90dc  nread=4905351  t=1.161s	# POLL·0 C1·28465 C1E·7388 C3·8646 C6·8285

Benchmarkneo/go/fs1-zhash.go 3789 62.0 µs/object	# crc32:a50b90dc  nread=4905351  t=234.893968ms	# POLL·54 C1·6198 C1E·20603 C3·584 C6·578
Benchmarkneo/go/fs1-zhash.go 3789 60.5 µs/object	# crc32:a50b90dc  nread=4905351  t=229.432429ms	# POLL·37 C1·6902 C1E·19340 C3·620 C6·566
Benchmarkneo/go/fs1-zhash.go 3789 61.2 µs/object	# crc32:a50b90dc  nread=4905351  t=232.088053ms	# POLL·44 C1·7002 C1E·19274 C3·1042 C6·302
Benchmarkneo/go/fs1-zhash.go 3789 61.1 µs/object	# crc32:a50b90dc  nread=4905351  t=231.719438ms	# POLL·42 C1·6347 C1E·19909 C3·1243 C6·85
Benchmarkneo/go/fs1-zhash.go 3789 61.3 µs/object	# crc32:a50b90dc  nread=4905351  t=232.335208ms	# POLL·55 C1·6914 C1E·19500 C3·1225 C6·27
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 22.8 µs/object	# crc32:a50b90dc  nread=4905351  t=86.491886ms	# POLL·302 C1·5782 C1E·2785 C3·244 C6·17
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 22.9 µs/object	# crc32:a50b90dc  nread=4905351  t=86.689445ms	# POLL·291 C1·5614 C1E·3156 C3·222 C6·43
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 22.2 µs/object	# crc32:a50b90dc  nread=4905351  t=84.070487ms	# POLL·277 C1·5282 C1E·3099 C3·194 C6·38
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 22.3 µs/object	# crc32:a50b90dc  nread=4905351  t=84.350779ms	# POLL·176 C1·5075 C1E·2427 C3·246 C6·22
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 22.7 µs/object	# crc32:a50b90dc  nread=4905351  t=85.925763ms	# POLL·303 C1·5303 C1E·3036 C3·163 C6·56

# 1 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·1 30000	17393.7 req/s  57.492 latency-µs/object	# POLL·220 C1·88260 C1E·198746 C3·11942 C6·4838
Benchmarkneo/go/fs1-zwrk.go·1 30000	17479.2 req/s  57.211 latency-µs/object	# POLL·201 C1·89527 C1E·196736 C3·13536 C6·3368
Benchmarkneo/go/fs1-zwrk.go·1 30000	17262.6 req/s  57.929 latency-µs/object	# POLL·105 C1·83383 C1E·204625 C3·11167 C6·6593
Benchmarkneo/go/fs1-zwrk.go·1 30000	17144.7 req/s  58.327 latency-µs/object	# POLL·135 C1·85385 C1E·202785 C3·10565 C6·6911
Benchmarkneo/go/fs1-zwrk.go·1 30000	17197.6 req/s  58.148 latency-µs/object	# POLL·153 C1·87135 C1E·202648 C3·11509 C6·4825

# 2 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·2 50000	32554.1 req/s  61.436 latency-µs/object	# POLL·688 C1·77680 C1E·125017 C3·5449 C6·2062
Benchmarkneo/go/fs1-zwrk.go·2 50000	32317.6 req/s  61.886 latency-µs/object	# POLL·837 C1·80119 C1E·126745 C3·5939 C6·765
Benchmarkneo/go/fs1-zwrk.go·2 50000	32822.0 req/s  60.935 latency-µs/object	# POLL·640 C1·76620 C1E·122872 C3·5823 C6·1650
Benchmarkneo/go/fs1-zwrk.go·2 50000	32474.6 req/s  61.587 latency-µs/object	# POLL·662 C1·77985 C1E·123486 C3·6066 C6·903
Benchmarkneo/go/fs1-zwrk.go·2 50000	32472.0 req/s  61.592 latency-µs/object	# POLL·972 C1·79973 C1E·126296 C3·5980 C6·1001

# 3 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·3 100000	43267.8 req/s  69.336 latency-µs/object	# POLL·2772 C1·126485 C1E·160183 C3·1969 C6·613
Benchmarkneo/go/fs1-zwrk.go·3 100000	43202.6 req/s  69.440 latency-µs/object	# POLL·2923 C1·127426 C1E·159955 C3·2496 C6·417
Benchmarkneo/go/fs1-zwrk.go·3 100000	43372.0 req/s  69.169 latency-µs/object	# POLL·2661 C1·124161 C1E·160135 C3·2279 C6·519
Benchmarkneo/go/fs1-zwrk.go·3 100000	43360.9 req/s  69.187 latency-µs/object	# POLL·2715 C1·126273 C1E·158529 C3·2005 C6·729
Benchmarkneo/go/fs1-zwrk.go·3 100000	43348.3 req/s  69.207 latency-µs/object	# POLL·2810 C1·126519 C1E·160036 C3·2319 C6·388

# 4 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·4 100000	53043.3 req/s  75.410 latency-µs/object	# POLL·6817 C1·149693 C1E·80092 C3·1198 C6·321
Benchmarkneo/go/fs1-zwrk.go·4 100000	52898.8 req/s  75.616 latency-µs/object	# POLL·7029 C1·151056 C1E·79443 C3·1385 C6·164
Benchmarkneo/go/fs1-zwrk.go·4 100000	53036.1 req/s  75.420 latency-µs/object	# POLL·7190 C1·150408 C1E·79937 C3·1601 C6·131
Benchmarkneo/go/fs1-zwrk.go·4 100000	52795.9 req/s  75.763 latency-µs/object	# POLL·7096 C1·151198 C1E·80086 C3·1128 C6·320
Benchmarkneo/go/fs1-zwrk.go·4 50000	48601.1 req/s  82.303 latency-µs/object	# POLL·3641 C1·80729 C1E·44552 C3·1136 C6·57

# 8 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·8 100000	63760.7 req/s  125.469 latency-µs/object	# POLL·5632 C1·73807 C1E·34243 C3·1161 C6·651
Benchmarkneo/go/fs1-zwrk.go·8 100000	65808.5 req/s  121.565 latency-µs/object	# POLL·5330 C1·72547 C1E·33776 C3·1063 C6·497
Benchmarkneo/go/fs1-zwrk.go·8 100000	65698.8 req/s  121.768 latency-µs/object	# POLL·5278 C1·71776 C1E·34063 C3·1351 C6·150
Benchmarkneo/go/fs1-zwrk.go·8 100000	65373.0 req/s  122.375 latency-µs/object	# POLL·5496 C1·73188 C1E·33141 C3·1044 C6·813
Benchmarkneo/go/fs1-zwrk.go·8 100000	65671.7 req/s  121.818 latency-µs/object	# POLL·5340 C1·72633 C1E·33708 C3·1476 C6·251

# 12 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·12 100000	57543.7 req/s  208.537 latency-µs/object	# POLL·4044 C1·53488 C1E·38106 C3·1403 C6·817
E0305 14:19:21.222813     968 storage.go:522] storage(192.168.102.20:5554): accept: serve 192.168.102.20:5554 - 192.168.102.20:55578: 192.168.102.20:5554 - 192.168.102.20:55578: accept: node link is not listening for incoming connections
Benchmarkneo/go/fs1-zwrk.go·12 100000	60104.4 req/s  199.653 latency-µs/object	# POLL·3819 C1·49308 C1E·36836 C3·1595 C6·814
Benchmarkneo/go/fs1-zwrk.go·12 100000	62719.5 req/s  191.328 latency-µs/object	# POLL·3721 C1·48845 C1E·34996 C3·1608 C6·918
Benchmarkneo/go/fs1-zwrk.go·12 100000	62332.8 req/s  192.515 latency-µs/object	# POLL·4108 C1·51209 C1E·34469 C3·1395 C6·921
Benchmarkneo/go/fs1-zwrk.go·12 100000	62346.1 req/s  192.474 latency-µs/object	# POLL·3905 C1·50131 C1E·35318 C3·1358 C6·616

# 16 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·16 100000	55138.4 req/s  290.179 latency-µs/object	# POLL·2983 C1·42005 C1E·38654 C3·1918 C6·655
Benchmarkneo/go/fs1-zwrk.go·16 100000	55743.2 req/s  287.031 latency-µs/object	# POLL·2770 C1·40287 C1E·40850 C3·1739 C6·1098
Benchmarkneo/go/fs1-zwrk.go·16 100000	56427.6 req/s  283.549 latency-µs/object	# POLL·2905 C1·40519 C1E·38149 C3·1493 C6·434
Benchmarkneo/go/fs1-zwrk.go·16 100000	56814.8 req/s  281.617 latency-µs/object	# POLL·2971 C1·41191 C1E·38521 C3·1945 C6·433
Benchmarkneo/go/fs1-zwrk.go·16 100000	55620.7 req/s  287.663 latency-µs/object	# POLL·2865 C1·39473 C1E·37450 C3·1766 C6·1106
2018/03/05 14:19:49 accept tcp 192.168.102.20:5554: use of closed network connection
2018-03-05 14:19:49.9302 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1 (sha1 disabled on: storage, client)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 51.3 µs/object	# crc32:a50b90dc  nread=4905351  t=194.432129ms
# POLL·30 C1·11766 C1E·12748 C3·1127 C6·448
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 51.1 µs/object	# crc32:a50b90dc  nread=4905351  t=193.787078ms
# POLL·53 C1·12468 C1E·13052 C3·678 C6·24
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 51.3 µs/object	# crc32:a50b90dc  nread=4905351  t=194.403099ms
# POLL·35 C1·11357 C1E·13843 C3·851 C6·26
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 50.0 µs/object	# crc32:a50b90dc  nread=4905351  t=189.350292ms
# POLL·37 C1·12147 C1E·12878 C3·509 C6·34
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 3789 52.3 µs/object	# crc32:a50b90dc  nread=4905351  t=198.260705ms
# POLL·35 C1·11640 C1E·14116 C3·547 C6·263
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 18.5 µs/object	# crc32:a50b90dc  nread=4905351  t=70.262111ms
# POLL·215 C1·5940 C1E·1752 C3·224 C6·36
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 19.4 µs/object	# crc32:a50b90dc  nread=4905351  t=73.490183ms
# POLL·204 C1·5617 C1E·1927 C3·211 C6·56
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 18.5 µs/object	# crc32:a50b90dc  nread=4905351  t=70.018311ms
# POLL·220 C1·5690 C1E·1679 C3·210 C6·44
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 18.1 µs/object	# crc32:a50b90dc  nread=4905351  t=68.651733ms
# POLL·208 C1·5242 C1E·1724 C3·208 C6·47
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 3789 18.2 µs/object	# crc32:a50b90dc  nread=4905351  t=69.038519ms
# POLL·151 C1·5777 C1E·1761 C3·179 C6·58

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·1 30000	19980.7 req/s  50.048 latency-µs/object
