>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 13:49:57 +0300
xnode:	kirr@deco.navytux.spb.ru (2401:5180:0:37::1 192.168.0.2)
uname:	Linux deco 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
cpu/[0-3]/freq: intel_pstate/performance [2.60GHz - 2.60GHz]
cpu/[0-3]/idle: intel_idle/menu: POLL(0μs) C1(2μs) C1E(10μs) C3(70μs) C6(85μs) C7s(124μs) C8(200μs) C9(480μs) C10(890μs)
WARNING: cpu: C-state exit-latency is max 890μs - up to that can add to networked and IPC request-reply latency
disk/sda: SanDisk X400 M.2  rev 0012  477G
nic/eth0: Intel Corporation Ethernet Connection I219-LM rev 21
nic/eth0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple rxhash ...
nic/eth0/coalesce: rxc: 3μs/0f/0μs-irq/0f-irq,  txc: 0μs/0f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
nic/wlan0: Intel Corporation Wireless 8260 rev 3a
nic/wlan0/features: !rx !tx sg !tso !ufo gso gro !lro !rxvlan !txvlan !ntuple !rxhash ...
nic/wlan0/coalesce: rxc: ?,  txc: ?
nic/wlan0/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/wlan0: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8.1-1579-g916782b6-dirty
sw/zodb:            5.3.0-12-g2115c90aa
sw/zeo:             5.1.1-7-gf9e4442d
sw/mysqlclient:     1.3.12
sw/wendelin.core:   v0.11-15-gf785ac0

*** cpu:

node:	deco
cluster:
Benchmarkpystone 1 218772 pystone/s	# POLL·0 C1·1 C1E·3 C3·13 C6·34 C7s·0 C8·61 C9·0 C10·4
Benchmarkpystone 1 219149 pystone/s	# POLL·0 C1·2 C1E·0 C3·4 C6·43 C7s·0 C8·63 C9·0 C10·17
Benchmarkpystone 1 221405 pystone/s	# POLL·0 C1·0 C1E·2 C3·9 C6·51 C7s·0 C8·57 C9·0 C10·5
Benchmarkpystone 1 223209 pystone/s	# POLL·1 C1·1 C1E·6 C3·9 C6·49 C7s·0 C8·56 C9·0 C10·4
Benchmarkpystone 1 213764 pystone/s	# POLL·0 C1·3 C1E·3 C3·12 C6·44 C7s·0 C8·70 C9·0 C10·9
Benchmarkneo/py/sql-zwrk.go·2 10000	5527.1 req/s  361.851 latency-µs/object	# POLL·261 C1·59479 C1E·61877 C3·6468 C6·1041 C7s·0 C8·27 C9·0 C10·0
Benchmarkneo/py/sql-zwrk.go·2 10000	5400.0 req/s  370.369 latency-µs/object	# POLL·265 C1·59079 C1E·61694 C3·6374 C6·1457 C7s·3 C8·25 C9·0 C10·1

# 3 clients in parallel
Benchmarkneo/py/sql-zwrk.go·3 10000	5382.2 req/s  557.397 latency-µs/object	# POLL·247 C1·59438 C1E·61656 C3·6769 C6·1133 C7s·0 C8·20 C9·0 C10·0
Benchmarkneo/py/sql-zwrk.go·3 10000	5453.3 req/s  550.122 latency-µs/object	# POLL·409 C1·62302 C1E·57803 C3·6707 C6·1360 C7s·0 C8·39 C9·0 C10·2
Benchmarkneo/py/sql-zwrk.go·3 10000	5511.2 req/s  544.344 latency-µs/object	# POLL·399 C1·56800 C1E·64805 C3·5500 C6·1567 C7s·0 C8·24 C9·0 C10·0
Benchmarkneo/py/sql-zwrk.go·3 10000	5384.4 req/s  557.169 latency-µs/object	# POLL·379 C1·62523 C1E·57515 C3·7183 C6·1444 C7s·0 C8·27 C9·0 C10·1
Benchmarkneo/py/sql-zwrk.go·3 10000	5458.6 req/s  549.588 latency-µs/object	# POLL·284 C1·58198 C1E·62779 C3·6023 C6·1824 C7s·0 C8·26 C9·0 C10·0

# 4 clients in parallel
Benchmarkneo/py/sql-zwrk.go·4 10000	5428.2 req/s  736.889 latency-µs/object	# POLL·269 C1·59827 C1E·61680 C3·6312 C6·1214 C7s·0 C8·28 C9·0 C10·1
Benchmarkneo/py/sql-zwrk.go·4 10000	5453.0 req/s  733.543 latency-µs/object	# POLL·257 C1·60970 C1E·59898 C3·6592 C6·1451 C7s·0 C8·31 C9·0 C10·1
Benchmarkneo/py/sql-zwrk.go·4 10000	5447.7 req/s  734.251 latency-µs/object	# POLL·335 C1·58263 C1E·63195 C3·5890 C6·1379 C7s·0 C8·59 C9·0 C10·0
Benchmarkneo/py/sql-zwrk.go·4 10000	5456.9 req/s  733.010 latency-µs/object	# POLL·340 C1·59133 C1E·61616 C3·5840 C6·2000 C7s·0 C8·29 C9·0 C10·2
Benchmarkneo/py/sql-zwrk.go·4 10000	5454.7 req/s  733.311 latency-µs/object	# POLL·267 C1·56200 C1E·65012 C3·5997 C6·1619 C7s·3 C8·20 C9·0 C10·0

# 8 clients in parallel
Benchmarkneo/py/sql-zwrk.go·8 10000	5508.7 req/s  1452.259 latency-µs/object	# POLL·192 C1·61238 C1E·60143 C3·6088 C6·1524 C7s·0 C8·106 C9·0 C10·99
Benchmarkneo/py/sql-zwrk.go·8 10000	5443.2 req/s  1469.736 latency-µs/object	# POLL·212 C1·60168 C1E·61025 C3·6560 C6·1140 C7s·0 C8·131 C9·1 C10·131
Benchmarkneo/py/sql-zwrk.go·8 10000	5477.8 req/s  1460.449 latency-µs/object	# POLL·204 C1·57503 C1E·64810 C3·5451 C6·1352 C7s·0 C8·77 C9·0 C10·12
Benchmarkneo/py/sql-zwrk.go·8 10000	5402.5 req/s  1480.788 latency-µs/object	# POLL·189 C1·61883 C1E·58805 C3·6551 C6·1623 C7s·4 C8·168 C9·0 C10·129
Benchmarkneo/py/sql-zwrk.go·8 10000	5428.6 req/s  1473.667 latency-µs/object	# POLL·194 C1·59170 C1E·62543 C3·6061 C6·1205 C7s·0 C8·98 C9·0 C10·78

# 12 clients in parallel
Benchmarkneo/py/sql-zwrk.go·12 10000	5459.6 req/s  2197.967 latency-µs/object	# POLL·132 C1·56043 C1E·66546 C3·5465 C6·1413 C7s·0 C8·149 C9·0 C10·83
Benchmarkneo/py/sql-zwrk.go·12 10000	5496.5 req/s  2183.196 latency-µs/object	# POLL·168 C1·61257 C1E·60280 C3·6274 C6·1341 C7s·0 C8·123 C9·0 C10·103
Benchmarkneo/py/sql-zwrk.go·12 10000	5484.4 req/s  2188.023 latency-µs/object	# POLL·154 C1·60203 C1E·61849 C3·5801 C6·1253 C7s·0 C8·138 C9·0 C10·79
Benchmarkneo/py/sql-zwrk.go·12 10000	5470.5 req/s  2193.603 latency-µs/object	# POLL·171 C1·60998 C1E·60848 C3·5839 C6·1507 C7s·0 C8·109 C9·0 C10·87
Benchmarkneo/py/sql-zwrk.go·12 10000	5413.7 req/s  2216.592 latency-µs/object	# POLL·146 C1·60257 C1E·61269 C3·5847 C6·1650 C7s·0 C8·140 C9·0 C10·89

# 16 clients in parallel
Benchmarkneo/py/sql-zwrk.go·16 10000	5468.8 req/s  2925.688 latency-µs/object	# POLL·174 C1·58648 C1E·63124 C3·6421 C6·1083 C7s·0 C8·172 C9·0 C10·94
Benchmarkneo/py/sql-zwrk.go·16 10000	5443.8 req/s  2939.110 latency-µs/object	# POLL·186 C1·60471 C1E·60668 C3·6706 C6·1210 C7s·1 C8·177 C9·0 C10·86
Benchmarkneo/py/sql-zwrk.go·16 10000	5482.3 req/s  2918.509 latency-µs/object	# POLL·214 C1·60268 C1E·61354 C3·6167 C6·1468 C7s·0 C8·182 C9·0 C10·100
Benchmarkneo/py/sql-zwrk.go·16 10000	5431.9 req/s  2945.564 latency-µs/object	# POLL·131 C1·57187 C1E·64805 C3·5960 C6·1384 C7s·0 C8·158 C9·0 C10·92
Benchmarkneo/py/sql-zwrk.go·16 10000	5499.4 req/s  2909.426 latency-µs/object	# POLL·210 C1·59789 C1E·61830 C3·6405 C6·1363 C7s·0 C8·153 C9·0 C10·90
2018-03-05 14:19:41.2454 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-03-05 14:19:43 139646458861568 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 21843 ...
Benchmarkneo/py(!log)/sql-zhash.py 3789 670.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.543s	# POLL·6 C1·44981 C1E·11508 C3·6348 C6·3580 C7s·1 C8·520 C9·0 C10·206
Benchmarkneo/py(!log)/sql-zhash.py 3789 404.6 µs/object	# crc32:a50b90dc  nread=4905351  t=1.534s	# POLL·4 C1·64396 C1E·5418 C3·1426 C6·833 C7s·0 C8·293 C9·0 C10·150
Benchmarkneo/py(!log)/sql-zhash.py 3789 397.0 µs/object	# crc32:a50b90dc  nread=4905351  t=1.505s	# POLL·6 C1·57633 C1E·10638 C3·1666 C6·713 C7s·0 C8·364 C9·0 C10·178
Benchmarkneo/py(!log)/sql-zhash.py 3789 365.2 µs/object	# crc32:a50b90dc  nread=4905351  t=1.384s	# POLL·8 C1·47774 C1E·14491 C3·3867 C6·2387 C7s·0 C8·287 C9·0 C10·107
Benchmarkneo/py(!log)/sql-zhash.py 3789 389.7 µs/object	# crc32:a50b90dc  nread=4905351  t=1.477s	# POLL·2 C1·56099 C1E·8880 C3·3439 C6·1940 C7s·0 C8·342 C9·0 C10·150

Benchmarkneo/py(!log)/sql-zhash.go 3789 183.1 µs/object	# crc32:a50b90dc  nread=4905351  t=693.99975ms	# POLL·15 C1·11759 C1E·24946 C3·710 C6·685 C7s·0 C8·33 C9·0 C10·3
Benchmarkneo/py(!log)/sql-zhash.go 3789 180.4 µs/object	# crc32:a50b90dc  nread=4905351  t=683.774868ms	# POLL·8 C1·11705 C1E·25451 C3·561 C6·490 C7s·0 C8·14 C9·0 C10·1
Benchmarkneo/py(!log)/sql-zhash.go 3789 176.1 µs/object	# crc32:a50b90dc  nread=4905351  t=667.392748ms	# POLL·5 C1·11635 C1E·25915 C3·248 C6·451 C7s·0 C8·15 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zhash.go 3789 182.4 µs/object	# crc32:a50b90dc  nread=4905351  t=691.421064ms	# POLL·10 C1·11763 C1E·25414 C3·668 C6·344 C7s·1 C8·14 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zhash.go 3789 179.7 µs/object	# crc32:a50b90dc  nread=4905351  t=680.989234ms	# POLL·17 C1·11772 C1E·25116 C3·468 C6·797 C7s·1 C8·14 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 159.7 µs/object	# crc32:a50b90dc  nread=4905351  t=605.203967ms	# POLL·29 C1·15939 C1E·18441 C3·565 C6·353 C7s·1 C8·9 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 157.7 µs/object	# crc32:a50b90dc  nread=4905351  t=597.499847ms	# POLL·25 C1·16205 C1E·18313 C3·440 C6·392 C7s·0 C8·20 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 157.0 µs/object	# crc32:a50b90dc  nread=4905351  t=594.93364ms	# POLL·36 C1·16154 C1E·18752 C3·469 C6·137 C7s·0 C8·20 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 155.9 µs/object	# crc32:a50b90dc  nread=4905351  t=590.956058ms	# POLL·26 C1·16792 C1E·17895 C3·594 C6·237 C7s·0 C8·17 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 3789 156.8 µs/object	# crc32:a50b90dc  nread=4905351  t=594.091665ms	# POLL·23 C1·16655 C1E·18472 C3·483 C6·139 C7s·3 C8·22 C9·0 C10·0

# 1 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·1 10000	5626.9 req/s  177.719 latency-µs/object	# POLL·25 C1·42877 C1E·92508 C3·2581 C6·1323 C7s·0 C8·14 C9·0 C10·1
Benchmarkneo/py(!log)/sql-zwrk.go·1 10000	5422.8 req/s  184.406 latency-µs/object	# POLL·29 C1·43234 C1E·91309 C3·3351 C6·1254 C7s·1 C8·17 C9·0 C10·1
Benchmarkneo/py(!log)/sql-zwrk.go·1 10000	5553.1 req/s  180.081 latency-µs/object	# POLL·19 C1·42893 C1E·92120 C3·2503 C6·1693 C7s·0 C8·15 C9·0 C10·2
Benchmarkneo/py(!log)/sql-zwrk.go·1 10000	5603.4 req/s  178.464 latency-µs/object	# POLL·19 C1·42858 C1E·92967 C3·2452 C6·842 C7s·2 C8·28 C9·0 C10·1
Benchmarkneo/py(!log)/sql-zwrk.go·1 10000	5581.3 req/s  179.171 latency-µs/object	# POLL·32 C1·42966 C1E·92265 C3·2773 C6·1284 C7s·0 C8·23 C9·0 C10·1

# 2 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	6401.3 req/s  312.438 latency-µs/object	# POLL·52 C1·65436 C1E·60614 C3·1887 C6·964 C7s·2 C8·15 C9·0 C10·1
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	6430.9 req/s  310.998 latency-µs/object	# POLL·58 C1·66992 C1E·59313 C3·2406 C6·667 C7s·0 C8·23 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	6406.6 req/s  312.176 latency-µs/object	# POLL·55 C1·65890 C1E·60607 C3·2101 C6·558 C7s·1 C8·21 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	6435.7 req/s  310.767 latency-µs/object	# POLL·47 C1·67264 C1E·59162 C3·1934 C6·874 C7s·0 C8·61 C9·0 C10·1
Benchmarkneo/py(!log)/sql-zwrk.go·2 10000	6431.7 req/s  310.961 latency-µs/object	# POLL·47 C1·64697 C1E·62068 C3·1799 C6·594 C7s·0 C8·32 C9·0 C10·0

# 3 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	6426.4 req/s  466.825 latency-µs/object	# POLL·42 C1·66444 C1E·59809 C3·2417 C6·518 C7s·0 C8·13 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	6392.7 req/s  469.287 latency-µs/object	# POLL·53 C1·64531 C1E·61834 C3·2069 C6·700 C7s·0 C8·18 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	6387.0 req/s  469.701 latency-µs/object	# POLL·61 C1·65581 C1E·60958 C3·2181 C6·634 C7s·0 C8·11 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	6400.4 req/s  468.722 latency-µs/object	# POLL·39 C1·66111 C1E·60575 C3·1989 C6·623 C7s·0 C8·18 C9·0 C10·2
Benchmarkneo/py(!log)/sql-zwrk.go·3 10000	6415.7 req/s  467.606 latency-µs/object	# POLL·44 C1·66515 C1E·60007 C3·2242 C6·584 C7s·1 C8·24 C9·0 C10·1

# 4 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	6367.7 req/s  628.167 latency-µs/object	# POLL·46 C1·67670 C1E·58718 C3·2264 C6·644 C7s·0 C8·13 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	6359.9 req/s  628.937 latency-µs/object	# POLL·44 C1·64355 C1E·61373 C3·2353 C6·879 C7s·0 C8·6 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	6386.6 req/s  626.308 latency-µs/object	# POLL·33 C1·67845 C1E·58492 C3·2296 C6·615 C7s·1 C8·10 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	6364.1 req/s  628.528 latency-µs/object	# POLL·57 C1·65395 C1E·60658 C3·2284 C6·907 C7s·0 C8·9 C9·0 C10·0
Benchmarkneo/py(!log)/sql-zwrk.go·4 10000	6437.4 req/s  621.371 latency-µs/object	# POLL·56 C1·68453 C1E·58091 C3·2231 C6·384 C7s·0 C8·49 C9·0 C10·0

# 8 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6384.9 req/s  1252.960 latency-µs/object	# POLL·30 C1·64796 C1E·61951 C3·2011 C6·451 C7s·0 C8·66 C9·0 C10·3
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6344.7 req/s  1260.887 latency-µs/object	# POLL·42 C1·65657 C1E·60696 C3·2418 C6·575 C7s·0 C8·11 C9·0 C10·1
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6416.3 req/s  1246.830 latency-µs/object	# POLL·30 C1·65808 C1E·60817 C3·1976 C6·757 C7s·0 C8·102 C9·0 C10·94
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6384.8 req/s  1252.975 latency-µs/object	# POLL·41 C1·63448 C1E·61995 C3·2648 C6·588 C7s·0 C8·85 C9·0 C10·78
Benchmarkneo/py(!log)/sql-zwrk.go·8 10000	6439.5 req/s  1242.324 latency-µs/object	# POLL·30 C1·63951 C1E·62568 C3·2278 C6·506 C7s·1 C8·8 C9·0 C10·0

# 12 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6426.7 req/s  1867.208 latency-µs/object	# POLL·32 C1·67451 C1E·58400 C3·2461 C6·772 C7s·0 C8·83 C9·0 C10·68
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6410.3 req/s  1871.976 latency-µs/object	# POLL·35 C1·65723 C1E·61083 C3·2195 C6·464 C7s·0 C8·141 C9·0 C10·69
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6369.3 req/s  1884.024 latency-µs/object	# POLL·25 C1·64053 C1E·62500 C3·2418 C6·476 C7s·0 C8·109 C9·0 C10·76
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6453.2 req/s  1859.540 latency-µs/object	# POLL·25 C1·66207 C1E·60627 C3·2278 C6·417 C7s·1 C8·84 C9·0 C10·74
Benchmarkneo/py(!log)/sql-zwrk.go·12 10000	6426.2 req/s  1867.349 latency-µs/object	# POLL·26 C1·66506 C1E·59702 C3·2344 C6·595 C7s·0 C8·80 C9·0 C10·87

# 16 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6449.9 req/s  2480.664 latency-µs/object	# POLL·26 C1·65245 C1E·60489 C3·2699 C6·909 C7s·0 C8·145 C9·0 C10·86
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6446.2 req/s  2482.089 latency-µs/object	# POLL·32 C1·64813 C1E·61728 C3·2324 C6·629 C7s·0 C8·149 C9·0 C10·104
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6285.8 req/s  2545.419 latency-µs/object	# POLL·36 C1·64157 C1E·61922 C3·2471 C6·922 C7s·0 C8·112 C9·0 C10·72
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6413.2 req/s  2494.858 latency-µs/object	# POLL·42 C1·67582 C1E·58474 C3·3035 C6·568 C7s·0 C8·229 C9·0 C10·230
Benchmarkneo/py(!log)/sql-zwrk.go·16 10000	6434.5 req/s  2486.600 latency-µs/object	# POLL·21 C1·66899 C1E·59460 C3·2726 C6·532 C7s·1 C8·117 C9·0 C10·74
2018-03-05 14:21:38.1318 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
Connection to None lost
Benchmarkneo/go/fs1-zhash.py 3789 223.2 µs/object	# crc32:a50b90dc  nread=4905351  t=0.846s
# POLL·364 C1·52992 C1E·10881 C3·2850 C6·1708 C7s·0 C8·329 C9·0 C10·168
Benchmarkneo/go/fs1-zhash.py 3789 223.9 µs/object	# crc32:a50b90dc  nread=4905351  t=0.848s	# POLL·286 C1·52835 C1E·11103 C3·3797 C6·753 C7s·0 C8·298 C9·0 C10·37
Benchmarkneo/go/fs1-zhash.py 3789 222.5 µs/object	# crc32:a50b90dc  nread=4905351  t=0.843s	# POLL·398 C1·53262 C1E·10662 C3·3362 C6·1111 C7s·0 C8·521 C9·0 C10·45
Benchmarkneo/go/fs1-zhash.py 3789 222.7 µs/object	# crc32:a50b90dc  nread=4905351  t=0.844s	# POLL·312 C1·53141 C1E·10871 C3·2843 C6·2059 C7s·0 C8·125 C9·0 C10·50
Benchmarkneo/go/fs1-zhash.py 3789 222.1 µs/object	# crc32:a50b90dc  nread=4905351  t=0.842s	# POLL·310 C1·52987 C1E·11099 C3·3553 C6·1160 C7s·0 C8·122 C9·0 C10·47

Benchmarkneo/go/fs1-zhash.go 3789 44.8 µs/object	# crc32:a50b90dc  nread=4905351  t=169.659562ms	# POLL·311 C1·20488 C1E·1006 C3·10 C6·59 C7s·0 C8·17 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go 3789 45.0 µs/object	# crc32:a50b90dc  nread=4905351  t=170.383949ms	# POLL·322 C1·20247 C1E·1170 C3·9 C6·56 C7s·0 C8·17 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go 3789 45.2 µs/object	# crc32:a50b90dc  nread=4905351  t=171.147777ms	# POLL·296 C1·20826 C1E·969 C3·19 C6·63 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go 3789 44.8 µs/object	# crc32:a50b90dc  nread=4905351  t=169.893895ms	# POLL·290 C1·20627 C1E·1046 C3·11 C6·58 C7s·0 C8·9 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go 3789 44.5 µs/object	# crc32:a50b90dc  nread=4905351  t=168.826386ms	# POLL·310 C1·20687 C1E·922 C3·16 C6·63 C7s·0 C8·16 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 17.6 µs/object	# crc32:a50b90dc  nread=4905351  t=66.669463ms	# POLL·112 C1·2700 C1E·545 C3·21 C6·73 C7s·0 C8·16 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 17.3 µs/object	# crc32:a50b90dc  nread=4905351  t=65.435973ms	# POLL·147 C1·2718 C1E·518 C3·26 C6·69 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 16.7 µs/object	# crc32:a50b90dc  nread=4905351  t=63.417775ms	# POLL·123 C1·2771 C1E·486 C3·23 C6·61 C7s·0 C8·15 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 18.0 µs/object	# crc32:a50b90dc  nread=4905351  t=68.056233ms	# POLL·178 C1·2697 C1E·608 C3·35 C6·59 C7s·0 C8·9 C9·0 C10·0
Benchmarkneo/go/fs1-zhash.go+prefetch128 3789 18.2 µs/object	# crc32:a50b90dc  nread=4905351  t=68.911681ms	# POLL·116 C1·2796 C1E·495 C3·23 C6·70 C7s·0 C8·16 C9·0 C10·0

# 1 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·1 30000	23725.4 req/s  42.149 latency-µs/object	# POLL·3403 C1·230787 C1E·9276 C3·12 C6·58 C7s·0 C8·23 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·1 30000	23839.9 req/s  41.946 latency-µs/object	# POLL·3492 C1·231176 C1E·9220 C3·38 C6·77 C7s·0 C8·10 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·1 30000	23796.9 req/s  42.022 latency-µs/object	# POLL·3398 C1·229450 C1E·9536 C3·31 C6·78 C7s·0 C8·15 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·1 30000	23774.2 req/s  42.062 latency-µs/object	# POLL·3388 C1·230859 C1E·9389 C3·38 C6·73 C7s·0 C8·21 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·1 30000	23769.3 req/s  42.071 latency-µs/object	# POLL·3533 C1·230882 C1E·9345 C3·22 C6·90 C7s·0 C8·18 C9·0 C10·0

# 2 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·2 100000	45339.4 req/s  44.112 latency-µs/object	# POLL·2445 C1·212043 C1E·11003 C3·40 C6·89 C7s·0 C8·14 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·2 100000	44852.4 req/s  44.591 latency-µs/object	# POLL·2904 C1·221706 C1E·9420 C3·40 C6·68 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·2 100000	44906.2 req/s  44.537 latency-µs/object	# POLL·2673 C1·219734 C1E·9899 C3·24 C6·66 C7s·0 C8·15 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·2 100000	45036.9 req/s  44.408 latency-µs/object	# POLL·2848 C1·218741 C1E·9909 C3·25 C6·70 C7s·0 C8·6 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·2 100000	44644.0 req/s  44.799 latency-µs/object	# POLL·2945 C1·221950 C1E·9620 C3·28 C6·98 C7s·0 C8·16 C9·0 C10·0

# 3 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·3 100000	55042.6 req/s  54.503 latency-µs/object	# POLL·2505 C1·141232 C1E·2186 C3·22 C6·79 C7s·1 C8·14 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·3 100000	54659.2 req/s  54.886 latency-µs/object	# POLL·2574 C1·143744 C1E·2094 C3·12 C6·85 C7s·0 C8·13 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·3 100000	55480.0 req/s  54.074 latency-µs/object	# POLL·2386 C1·141047 C1E·2180 C3·26 C6·62 C7s·0 C8·11 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·3 100000	55158.7 req/s  54.388 latency-µs/object	# POLL·2396 C1·141342 C1E·2045 C3·40 C6·66 C7s·0 C8·8 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·3 100000	55148.4 req/s  54.399 latency-µs/object	# POLL·2371 C1·140484 C1E·1986 C3·34 C6·58 C7s·0 C8·7 C9·0 C10·0

# 4 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·4 100000	59873.9 req/s  66.807 latency-µs/object	# POLL·2306 C1·99531 C1E·1549 C3·30 C6·68 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·4 100000	60084.5 req/s  66.573 latency-µs/object	# POLL·2258 C1·98623 C1E·1475 C3·14 C6·84 C7s·0 C8·13 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·4 100000	60246.8 req/s  66.394 latency-µs/object	# POLL·2251 C1·100277 C1E·1408 C3·21 C6·68 C7s·0 C8·11 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·4 100000	60096.4 req/s  66.560 latency-µs/object	# POLL·2268 C1·100212 C1E·1408 C3·44 C6·73 C7s·0 C8·8 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·4 100000	60285.2 req/s  66.351 latency-µs/object	# POLL·2175 C1·100334 C1E·1505 C3·39 C6·38 C7s·0 C8·12 C9·0 C10·0

# 8 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·8 100000	67745.6 req/s  118.089 latency-µs/object	# POLL·720 C1·42421 C1E·2408 C3·42 C6·82 C7s·0 C8·105 C9·0 C10·121
Benchmarkneo/go/fs1-zwrk.go·8 100000	68905.9 req/s  116.100 latency-µs/object	# POLL·762 C1·42755 C1E·3061 C3·41 C6·83 C7s·0 C8·21 C9·0 C10·0
Benchmarkneo/go/fs1-zwrk.go·8 100000	67859.5 req/s  117.891 latency-µs/object	# POLL·718 C1·42716 C1E·3002 C3·47 C6·94 C7s·1 C8·107 C9·0 C10·53
Benchmarkneo/go/fs1-zwrk.go·8 100000	67364.9 req/s  118.756 latency-µs/object	# POLL·718 C1·43006 C1E·2567 C3·46 C6·99 C7s·0 C8·8 C9·0 C10·0
