>>> bench-local
# Wed, 28 Feb 2018 14:05:12 +0200
# neotest@z600.ivan.nexedi.com (2401:5180:0:10::1 192.168.0.5 (+ 1·ipv4))
# Linux z600-COMP-2717 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-11]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-11]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: INTEL SSDSC2CT18  rev 335t 167.7G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz600-COMP-2717/pystone 1 114934 pystone/s	# POLL·0 C1·26 C1E·1 C3·26 C6·211
Benchmarkz600-COMP-2717/pystone 1 114526 pystone/s	# POLL·0 C1·36 C1E·1 C3·20 C6·206
Benchmarkz600-COMP-2717/pystone 1 114001 pystone/s	# POLL·0 C1·38 C1E·1 C3·32 C6·305
Benchmarkz600-COMP-2717/pystone 1 113904 pystone/s	# POLL·0 C1·36 C1E·2 C3·6 C6·219
Benchmarkz600-COMP-2717/pystone 1 114154 pystone/s	# POLL·0 C1·41 C1E·0 C3·21 C6·208
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 3789 292.1 µs/object	# crc32:a50b90dc  nread=4905351  t=1.107080022s	# POLL·16 C1·2480 C1E·12730 C3·16971 C6·1504
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 3789 364.9 µs/object	# crc32:a50b90dc  nread=4905351  t=1.382928809s	# POLL·7 C1·1656 C1E·11949 C3·13460 C6·6689
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 3789 370.1 µs/object	# crc32:a50b90dc  nread=4905351  t=1.40252347s	# POLL·14 C1·2001 C1E·11642 C3·13768 C6·6520
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 3789 284.3 µs/object	# crc32:a50b90dc  nread=4905351  t=1.077623346s	# POLL·8 C1·3029 C1E·12944 C3·16142 C6·1609
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 3789 344.8 µs/object	# crc32:a50b90dc  nread=4905351  t=1.306798983s	# POLL·16 C1·2314 C1E·12667 C3·12326 C6·6256

# 1 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 3000	2347.1 req/s  426.065 latency-µs/object	# POLL·5 C1·1341 C1E·29566 C3·26576 C6·8234
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 3000	2282.0 req/s  438.211 latency-µs/object	# POLL·3 C1·114 C1E·29318 C3·27130 C6·8985
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 5000	2304.8 req/s  433.879 latency-µs/object	# POLL·6 C1·165 C1E·37918 C3·36274 C6·10924
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 5000	2199.0 req/s  454.759 latency-µs/object	# POLL·8 C1·412 C1E·38503 C3·31040 C6·14996
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 3000	2313.8 req/s  432.188 latency-µs/object	# POLL·7 C1·130 C1E·29833 C3·31726 C6·4483

# 2 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3180.2 req/s  628.894 latency-µs/object	# POLL·7 C1·901 C1E·33289 C3·34677 C6·9259
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3083.5 req/s  648.611 latency-µs/object	# POLL·9 C1·972 C1E·33352 C3·35436 C6·9414
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	2987.4 req/s  669.483 latency-µs/object	# POLL·4 C1·487 C1E·32465 C3·31351 C6·14337
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3039.2 req/s  658.075 latency-µs/object	# POLL·8 C1·978 C1E·33412 C3·33856 C6·11287
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 3000	2683.8 req/s  745.223 latency-µs/object	# POLL·6 C1·689 C1E·26026 C3·20397 C6·15100

# 4 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3034.3 req/s  1318.281 latency-µs/object	# POLL·10 C1·6503 C1E·34119 C3·25482 C6·12114
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3423.0 req/s  1168.565 latency-µs/object	# POLL·7 C1·1455 C1E·33937 C3·38362 C6·5644
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3547.7 req/s  1127.503 latency-µs/object	# POLL·4 C1·1571 C1E·33918 C3·34752 C6·9214
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3247.0 req/s  1231.892 latency-µs/object	# POLL·6 C1·4467 C1E·36714 C3·30714 C6·9118
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3036.7 req/s  1317.234 latency-µs/object	# POLL·7 C1·1340 C1E·33762 C3·32403 C6·12570

# 8 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3371.1 req/s  2373.103 latency-µs/object	# POLL·17 C1·1367 C1E·46175 C3·46998 C6·12554
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3197.2 req/s  2502.221 latency-µs/object	# POLL·7 C1·1572 C1E·35328 C3·33447 C6·11072
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3068.2 req/s  2607.418 latency-µs/object	# POLL·8 C1·841 C1E·34557 C3·33032 C6·11668
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3379.8 req/s  2367.015 latency-µs/object	# POLL·8 C1·1746 C1E·35108 C3·36454 C6·8291
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3797.9 req/s  2106.414 latency-µs/object	# POLL·9 C1·5834 C1E·37246 C3·30785 C6·6202

# 16 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3376.4 req/s  4738.716 latency-µs/object	# POLL·16 C1·1348 C1E·36342 C3·37696 C6·6677
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3462.8 req/s  4620.504 latency-µs/object	# POLL·5 C1·2162 C1E·37147 C3·35668 C6·8450
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 3000	2941.3 req/s  5439.717 latency-µs/object	# POLL·5 C1·1259 C1E·27987 C3·24323 C6·10267
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3580.0 req/s  4469.282 latency-µs/object	# POLL·5 C1·2244 C1E·35175 C3·39274 C6·4527
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3612.2 req/s  4429.492 latency-µs/object	# POLL·6 C1·2515 C1E·35892 C3·38701 C6·4785

# 24 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3524.9 req/s  6808.724 latency-µs/object	# POLL·10 C1·2170 C1E·34421 C3·37987 C6·4746
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3214.5 req/s  7466.226 latency-µs/object	# POLL·5 C1·789 C1E·35416 C3·41037 C6·5712
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3310.6 req/s  7249.378 latency-µs/object	# POLL·4 C1·1588 C1E·34778 C3·38868 C6·5806
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3296.3 req/s  7280.831 latency-µs/object	# POLL·10 C1·867 C1E·35175 C3·33107 C6·11939
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3069.3 req/s  7819.373 latency-µs/object	# POLL·7 C1·3830 C1E·33865 C3·29746 C6·12258

# 36 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3584.9 req/s  10042.184 latency-µs/object	# POLL·6 C1·2803 C1E·35343 C3·37579 C6·6419
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3329.4 req/s  10812.729 latency-µs/object	# POLL·9 C1·1432 C1E·35262 C3·33787 C6·10836
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3550.8 req/s  10138.566 latency-µs/object	# POLL·14 C1·4121 C1E·34432 C3·37722 C6·4513
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3473.1 req/s  10365.429 latency-µs/object	# POLL·15 C1·2888 C1E·35450 C3·38153 C6·6229
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3454.1 req/s  10422.502 latency-µs/object	# POLL·9 C1·2268 C1E·35184 C3·36313 C6·8139

# 48 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 3000	2847.1 req/s  16859.059 latency-µs/object	# POLL·10 C1·359 C1E·27093 C3·28503 C6·8707
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3544.1 req/s  13543.686 latency-µs/object	# POLL·15 C1·3193 C1E·45945 C3·46189 C6·11732
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3339.5 req/s  14373.421 latency-µs/object	# POLL·6 C1·1520 C1E·35499 C3·33958 C6·10999
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3232.3 req/s  14850.065 latency-µs/object	# POLL·9 C1·1450 C1E·35744 C3·36537 C6·8683
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3435.2 req/s  13973.015 latency-µs/object	# POLL·8 C1·1255 C1E·35468 C3·35851 C6·9878
2018-02-28 14:57:20.1193 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
unexpected packet: Retry Later in PrimaryBootstrapHandler
Connection to None lost
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 3789 413.5 µs/object	# crc32:a50b90dc  nread=4905351  t=1.567s
# POLL·2 C1·8287 C1E·4995 C3·15494 C6·5259
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 3789 510.1 µs/object	# crc32:a50b90dc  nread=4905351  t=1.933s	# POLL·0 C1·821 C1E·4775 C3·15651 C6·7651
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 3789 539.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.046s	# POLL·0 C1·774 C1E·4679 C3·18463 C6·4753
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 3789 513.6 µs/object	# crc32:a50b90dc  nread=4905351  t=1.946s	# POLL·1 C1·1202 C1E·4588 C3·14969 C6·8155
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 3789 552.7 µs/object	# crc32:a50b90dc  nread=4905351  t=2.095s	# POLL·1 C1·96 C1E·4772 C3·18508 C6·6158

Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 3789 93.4 µs/object	# crc32:a50b90dc  nread=4905351  t=353.91171ms	# POLL·21 C1·2809 C1E·26048 C3·1964 C6·1205
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 3789 90.8 µs/object	# crc32:a50b90dc  nread=4905351  t=344.057794ms	# POLL·18 C1·2749 C1E·25812 C3·2151 C6·1087
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 3789 88.1 µs/object	# crc32:a50b90dc  nread=4905351  t=333.917203ms	# POLL·28 C1·2854 C1E·26153 C3·1791 C6·888
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 3789 92.8 µs/object	# crc32:a50b90dc  nread=4905351  t=351.526312ms	# POLL·11 C1·2412 C1E·26211 C3·2510 C6·914
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 3789 88.8 µs/object	# crc32:a50b90dc  nread=4905351  t=336.48587ms	# POLL·34 C1·2506 C1E·27040 C3·1818 C6·657
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 3789 21.1 µs/object	# crc32:a50b90dc  nread=4905351  t=79.956364ms	# POLL·124 C1·6917 C1E·3667 C3·465 C6·89
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 3789 20.8 µs/object	# crc32:a50b90dc  nread=4905351  t=78.994793ms	# POLL·133 C1·7045 C1E·3822 C3·449 C6·112
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 3789 21.1 µs/object	# crc32:a50b90dc  nread=4905351  t=79.936262ms	# POLL·132 C1·7033 C1E·3643 C3·505 C6·76
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 3789 22.0 µs/object	# crc32:a50b90dc  nread=4905351  t=83.391166ms	# POLL·117 C1·6893 C1E·3831 C3·433 C6·73
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 3789 21.3 µs/object	# crc32:a50b90dc  nread=4905351  t=80.599173ms	# POLL·182 C1·7187 C1E·3583 C3·359 C6·89

# 1 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	11068.4 req/s  90.347 latency-µs/object	# POLL·184 C1·23625 C1E·233398 C3·14857 C6·7132
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	11521.9 req/s  86.791 latency-µs/object	# POLL·83 C1·25844 C1E·228978 C3·16253 C6·6433
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	11355.4 req/s  88.064 latency-µs/object	# POLL·374 C1·34098 C1E·218982 C3·16408 C6·5627
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	12184.4 req/s  82.072 latency-µs/object	# POLL·402 C1·33444 C1E·216369 C3·18306 C6·6715
E0228 14:57:52.852621   11707 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:56658: 192.168.0.5:5554 - 192.168.0.5:56658: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	12104.1 req/s  82.617 latency-µs/object	# POLL·80 C1·28618 C1E·224031 C3·15921 C6·6892

# 2 clients in parallel
E0228 14:57:55.437749   11707 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:56668: 192.168.0.5:5554 - 192.168.0.5:56668: accept: node link is not listening for incoming connections
E0228 14:57:55.437753   11707 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:56670: 192.168.0.5:5554 - 192.168.0.5:56670: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 50000	27690.1 req/s  72.228 latency-µs/object	# POLL·525 C1·72233 C1E·169612 C3·15589 C6·3599
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 50000	27728.3 req/s  72.129 latency-µs/object	# POLL·540 C1·71638 C1E·163347 C3·14229 C6·4938
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 50000	27341.0 req/s  73.150 latency-µs/object	# POLL·521 C1·70238 C1E·168415 C3·12454 C6·6543
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 50000	27928.7 req/s  71.611 latency-µs/object	# POLL·549 C1·71433 C1E·174048 C3·13987 C6·4701
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 50000	27780.3 req/s  71.994 latency-µs/object	# POLL·513 C1·72698 C1E·163158 C3·13386 C6·5019

# 4 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	55822.3 req/s  71.656 latency-µs/object	# POLL·1638 C1·86010 C1E·183817 C3·7609 C6·1491
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	56036.7 req/s  71.382 latency-µs/object	# POLL·1681 C1·84912 C1E·183376 C3·7948 C6·2072
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	55488.4 req/s  72.087 latency-µs/object	# POLL·1651 C1·83977 C1E·185175 C3·6330 C6·3319
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	56114.6 req/s  71.283 latency-µs/object	# POLL·1629 C1·83173 C1E·186655 C3·7073 C6·1870
E0228 14:58:17.689019   11707 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:56822: 192.168.0.5:5554 - 192.168.0.5:56822: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	55939.1 req/s  71.506 latency-µs/object	# POLL·1585 C1·84881 C1E·184030 C3·7157 C6·2164

# 8 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	86803.8 req/s  92.162 latency-µs/object	# POLL·5991 C1·93657 C1E·60589 C3·3422 C6·553
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	86761.8 req/s  92.206 latency-µs/object	# POLL·5923 C1·92579 C1E·62489 C3·2836 C6·1460
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	86875.0 req/s  92.086 latency-µs/object	# POLL·6045 C1·97095 C1E·58601 C3·1825 C6·1197
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	87529.5 req/s  91.398 latency-µs/object	# POLL·6026 C1·95064 C1E·58472 C3·2612 C6·519
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	86675.8 req/s  92.298 latency-µs/object	# POLL·6009 C1·94756 C1E·60815 C3·2807 C6·1035

# 16 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 100000	75535.9 req/s  211.820 latency-µs/object	# POLL·4047 C1·48123 C1E·47822 C3·4168 C6·1395
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 100000	78151.3 req/s  204.731 latency-µs/object	# POLL·4175 C1·50037 C1E·45424 C3·4011 C6·913
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 100000	80516.8 req/s  198.716 latency-µs/object	# POLL·3986 C1·47518 C1E·46735 C3·4222 C6·1868
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 100000	82468.2 req/s  194.014 latency-µs/object	# POLL·3962 C1·45500 C1E·46813 C3·3610 C6·1471
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 100000	82384.9 req/s  194.210 latency-µs/object	# POLL·3930 C1·45477 C1E·46376 C3·3434 C6·1573

# 24 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 100000	71257.9 req/s  336.805 latency-µs/object	# POLL·2906 C1·35140 C1E·48077 C3·6692 C6·1075
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 100000	69826.2 req/s  343.711 latency-µs/object	# POLL·2867 C1·34783 C1E·48309 C3·5552 C6·1627
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 100000	72016.5 req/s  333.257 latency-µs/object	# POLL·2866 C1·34539 C1E·46127 C3·4977 C6·1469
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 100000	74080.0 req/s  323.974 latency-µs/object	# POLL·3017 C1·36971 C1E·44278 C3·4097 C6·1732
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 100000	75156.7 req/s  319.333 latency-µs/object	# POLL·2996 C1·36110 C1E·45232 C3·4994 C6·1425

# 36 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 100000	70700.1 req/s  509.193 latency-µs/object	# POLL·2173 C1·27751 C1E·47360 C3·6237 C6·1873
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 100000	71067.5 req/s  506.561 latency-µs/object	# POLL·2195 C1·28418 C1E·44765 C3·6062 C6·2305
E0228 14:59:14.958576   11707 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:58250: 192.168.0.5:5554 - 192.168.0.5:58250: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 100000	72161.8 req/s  498.879 latency-µs/object	# POLL·2268 C1·28531 C1E·42627 C3·5773 C6·2182
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 100000	70045.9 req/s  513.948 latency-µs/object	# POLL·2293 C1·29060 C1E·45201 C3·6384 C6·2264
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 100000	71217.2 req/s  505.496 latency-µs/object	# POLL·2182 C1·26582 C1E·44362 C3·6047 C6·1987

# 48 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 100000	74706.2 req/s  642.517 latency-µs/object	# POLL·1894 C1·24626 C1E·43769 C3·6851 C6·2593
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 100000	73798.0 req/s  650.424 latency-µs/object	# POLL·1847 C1·24198 C1E·43620 C3·6080 C6·2135
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 100000	76230.9 req/s  629.666 latency-µs/object	# POLL·2008 C1·24072 C1E·42402 C3·5963 C6·3248
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 200000	75292.9 req/s  637.510 latency-µs/object	# POLL·3589 C1·44903 C1E·51978 C3·8247 C6·1726
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 100000	78851.8 req/s  608.737 latency-µs/object	# POLL·2039 C1·25283 C1E·44217 C3·5682 C6·1604
2018/02/28 14:59:51 accept tcp 192.168.0.5:5554: use of closed network connection
2018-02-28 14:59:51.6387 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1 (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 3789 79.2 µs/object	# crc32:a50b90dc  nread=4905351  t=300.074442ms
# POLL·33 C1·5221 C1E·24534 C3·1187 C6·1200
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 3789 69.3 µs/object	# crc32:a50b90dc  nread=4905351  t=262.549247ms
# POLL·37 C1·7574 C1E·21232 C3·1267 C6·520
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 3789 67.7 µs/object	# crc32:a50b90dc  nread=4905351  t=256.71604ms
# POLL·22 C1·8297 C1E·21334 C3·1368 C6·215
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 3789 66.0 µs/object	# crc32:a50b90dc  nread=4905351  t=250.146749ms
# POLL·52 C1·8436 C1E·20685 C3·1084 C6·206
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 3789 69.7 µs/object	# crc32:a50b90dc  nread=4905351  t=263.988868ms
# POLL·27 C1·7517 C1E·21388 C3·1007 C6·618
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 3789 21.1 µs/object	# crc32:a50b90dc  nread=4905351  t=79.948636ms
# POLL·135 C1·8035 C1E·2684 C3·475 C6·219
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 3789 18.2 µs/object	# crc32:a50b90dc  nread=4905351  t=68.939075ms
# POLL·151 C1·9085 C1E·2546 C3·346 C6·123
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 3789 19.3 µs/object	# crc32:a50b90dc  nread=4905351  t=73.072635ms
# POLL·92 C1·8125 C1E·2778 C3·387 C6·139
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 3789 19.6 µs/object	# crc32:a50b90dc  nread=4905351  t=74.342126ms
# POLL·136 C1·8318 C1E·2434 C3·422 C6·163
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 3789 19.2 µs/object	# crc32:a50b90dc  nread=4905351  t=72.836611ms
# POLL·150 C1·9001 C1E·2709 C3·389 C6·134

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	15830.2 req/s  63.170 latency-µs/object
# POLL·80 C1·93249 C1E·164460 C3·7385 C6·4508
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 30000	15778.5 req/s  63.377 latency-µs/object
# POLL·694 C1·124540 C1E·201317 C3·10417 C6·5308
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	16726.6 req/s  59.785 latency-µs/object
# POLL·542 C1·96311 C1E·155044 C3·10536 C6·1887
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	15643.0 req/s  63.926 latency-µs/object
# POLL·389 C1·93170 C1E·159013 C3·7051 C6·5887
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	16526.3 req/s  60.510 latency-µs/object
# POLL·50 C1·90837 C1E·167956 C3·8147 C6·3533

# 2 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	33035.8 req/s  60.540 latency-µs/object
# POLL·419 C1·98174 C1E·117471 C3·11321 C6·4690
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	33256.1 req/s  60.139 latency-µs/object
# POLL·506 C1·101408 C1E·118890 C3·13008 C6·3506
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	33530.8 req/s  59.647 latency-µs/object
# POLL·518 C1·100757 C1E·117708 C3·11854 C6·3806
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	32988.4 req/s  60.627 latency-µs/object
